,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state,build year,epc,url
1,,Projet,,203000,notariale,0,,0,0,0,,,0,,,,,0,,2021,,https://www.zimmo.be/fr/zandbergen-9506/a-vendre/projet-immobilier/10045OM/
2,,Projet,,261461,notariale,0,,0,0,0,,,0,,,,,0,,2018,,https://www.zimmo.be/fr/ruien-9690/a-vendre/projet-immobilier/1003OWD/
3,,Projet,,380015,notariale,0,,0,0,0,,,0,,,,,0,,2021,,https://www.zimmo.be/fr/zelzate-9060/a-vendre/projet-immobilier/10043A0/
4,,Projet,,247000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/eeklo-9900/a-vendre/projet-immobilier/10043A3/
5,Mariakerke,Bien professionnel,Bien commercial,485000,notariale,6,387,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/mariakerke-9030/a-vendre/bien-professionnel/JXNUN/
6,Geraardsbergen,Maison,,290000,notariale,5,,0,0,0,,,1,,,,,0,,,233,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JXNU4/
7,,Maison,,180000,notariale,4,,0,0,0,,,0,,,,3,0,,1958,539,https://www.zimmo.be/fr/merelbeke-9820/a-vendre/maison/JXNR6/
8,,Maison,,170000,notariale,5,,0,0,0,,,0,,,,2,0,,,404,https://www.zimmo.be/fr/zulte-9870/a-vendre/maison/JXNR8/
9,,Maison,,160000,notariale,5,,0,0,0,,,0,,,,2,0,,,418,https://www.zimmo.be/fr/zulte-9870/a-vendre/maison/JXNR7/
0,Buggenhout,Terrain,Terrain à bâtir,265000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/buggenhout-9255/a-vendre/terrain/JY2J2/
1,Dendermonde,Maison,,249000,notariale,4,108,0,0,0,,,0,,,,4,0,,1948,418,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/maison/JY2I4/
2,Lebbeke,Appartement,Triplex,475000,notariale,5,261,0,0,0,True,60,0,190,0,190,2,0,new,1960,259,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JWOLY/
3,Beveren-Waas,Appartement,,420000,notariale,5,142,0,0,0,True,50,0,,,,,0,,,,https://www.zimmo.be/fr/beveren-waas-9120/a-vendre/appartement/JY2HM/
4,Welle,Maison,,575000,notariale,5,245,0,0,0,,,1,,,,4,0,,1945,597,https://www.zimmo.be/fr/welle-9473/a-vendre/maison/JY2HK/
5,Gent,Bien professionnel,Bâtiment commercial,395000,notariale,0,264,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/bien-professionnel/JY2HJ/
6,Eeklo,Maison,,175000,notariale,4,94,0,0,0,True,10,0,,,,2,0,,,326,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JY2HI/
7,Geraardsbergen,Appartement,,249000,notariale,5,95,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/appartement/JY2HH/
8,Eeklo,Maison,,175000,notariale,4,94,0,0,0,True,10,0,,,,2,0,,,326,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JY2HI/
9,Geraardsbergen,Appartement,,249000,notariale,5,95,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/appartement/JY2HH/
0,Eeklo,Appartement,,215000,notariale,5,118,0,0,0,,,0,,,,3,0,old,1991,152,https://www.zimmo.be/fr/eeklo-9900/a-vendre/appartement/JX050/
1,,Maison,Villa,350000,notariale,6,,0,0,0,,,0,,,146,4,0,old,1960,977,https://www.zimmo.be/fr/beveren-waas-9120/a-vendre/maison/JWZZ8/
2,Beveren-Waas,Maison,,239000,notariale,3,90,0,0,0,,,0,,,90,2,0,,,364,https://www.zimmo.be/fr/beveren-waas-9120/a-vendre/maison/JWZYJ/
3,Sint-Gillis-Bij-Dendermonde,Appartement,,219000,notariale,4,108,0,0,0,True,6,0,,,,2,0,old,1992,359,https://www.zimmo.be/fr/sint-gillis-bij-dendermonde-9200/a-vendre/appartement/JWZYE/
4,Dendermonde,Appartement,,299000,notariale,4,140,0,0,0,True,8,0,,,,2,0,new,1935,179,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/appartement/JWZYF/
5,Dendermonde,Appartement,Duplex,299000,notariale,4,140,0,0,0,True,8,0,,,,2,0,new,1935,179,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/appartement/JWZYG/
6,Sint-Gillis-Bij-Dendermonde,Appartement,Penthouse,219000,notariale,4,108,0,0,0,True,6,0,,,,2,0,old,1992,359,https://www.zimmo.be/fr/sint-gillis-bij-dendermonde-9200/a-vendre/appartement/JWZYH/
7,Aalst,Appartement,,249500,notariale,5,,0,0,0,True,20,0,,,110,,0,old,1999,138,https://www.zimmo.be/fr/aalst-9300/a-vendre/appartement/JWZXS/
8,Machelen,Maison,,450000,notariale,2,29,0,0,0,,,0,,,088,,0,,,,https://www.zimmo.be/fr/machelen-9870/a-vendre/maison/JWZX0/
9,Tielrode,Maison,,160000,notariale,2,,0,0,0,,,0,,,399,4,0,old,1975,752,https://www.zimmo.be/fr/tielrode-9140/a-vendre/maison/JWZWR/
0,,Maison,Maison deux facades,47500,notariale,3,,0,0,0,,,0,,,,2,0,,1900,456,https://www.zimmo.be/fr/renaix-9600/a-vendre/maison/JXKVL/
1,Gent,Appartement,,599000,notariale,7,192,0,0,0,True,2,0,,,,,0,,1968,220,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXKVJ/
2,Wachtebeke,Maison,Maison unifamiliale,585000,notariale,8,249,0,0,0,,,0,,,,3,0,,2018,,https://www.zimmo.be/fr/wachtebeke-9185/a-vendre/maison/JXL1P/
3,Zwijnaarde,Appartement,App. rez-de-chaussée,279000,notariale,3,88,0,0,0,,,1,,,,,0,,,108,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/appartement/JXKUD/
4,Gent,Maison,,245000,notariale,2,60,0,0,0,,,0,,,,,0,,,302,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JXKUA/
5,Kruishoutem,Appartement,,158000,notariale,2,65,0,0,0,True,4,0,,,,,0,,2003,180,https://www.zimmo.be/fr/kruishoutem-9770/a-vendre/appartement/JXKU0/
6,Gent,Appartement,,299000,notariale,2,122,0,0,0,,,0,,,,2,0,,,181,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXKQE/
7,Evergem,Maison,,350000,notariale,4,,0,0,0,True,10,0,,,,,0,,1995,275,https://www.zimmo.be/fr/evergem-9940/a-vendre/maison/JXKPI/
8,Gent,Maison,,275000,notariale,3,128,0,0,0,,,0,,,,2,0,,1930,321,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JXKPM/
9,Eeklo,Maison,Maison unifamiliale,255000,notariale,5,114,0,0,0,,,1,,,,3,0,,1931,393,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JXKPA/
0,Burst,Appartement,,279000,notariale,3,,0,0,0,,,1,,,,,0,,1996,,https://www.zimmo.be/fr/burst-9420/a-vendre/appartement/JXTEB/
1,Burst,Bien professionnel,Espace de bureaux,279000,notariale,0,,0,0,0,,,1,,,,,0,,1996,,https://www.zimmo.be/fr/burst-9420/a-vendre/bien-professionnel/JXTE8/
2,Burst,Appartement,,158000,notariale,2,60,0,0,0,,,1,,,,,0,,1996,270,https://www.zimmo.be/fr/burst-9420/a-vendre/appartement/JXTDF/
3,Lede,Appartement,,259000,notariale,3,30,0,0,0,True,6,0,,,,2,0,,,108,https://www.zimmo.be/fr/lede-9340/a-vendre/appartement/JXTB6/
4,Zulte,Maison,,315000,notariale,5,120,0,0,0,,,1,,,,,0,,,183,https://www.zimmo.be/fr/zulte-9870/a-vendre/maison/JXMB7/
5,Ninove,Maison,Maison ouvrière,179000,notariale,3,140,0,0,0,,,0,,,,2,0,,1935,329,https://www.zimmo.be/fr/ninove-9400/a-vendre/maison/JXT9N/
6,Merendree,Maison,,750000,notariale,6,399,0,0,0,,,1,,,,4,0,,1995,189,https://www.zimmo.be/fr/merendree-9850/a-vendre/maison/JXT7E/
7,Gent,Bien professionnel,Bureaux,398000,notariale,5,190,0,0,0,,,0,,,,2,0,,1750,293,https://www.zimmo.be/fr/gent-9000/a-vendre/bien-professionnel/JXT7F/
8,Melle,Appartement,,433000,notariale,7,94,0,0,0,True,30,0,,,,,0,,2021,,https://www.zimmo.be/fr/melle-9090/a-vendre/appartement/JXT7H/
9,Gent,Bien professionnel,,398000,notariale,5,190,0,0,0,,,0,,,,2,0,,1750,293,https://www.zimmo.be/fr/gent-9000/a-vendre/bien-professionnel/JXT7G/
0,Grembergen,Appartement,,248000,notariale,4,80,0,0,0,,,1,,,,2,0,old,2021,,https://www.zimmo.be/fr/grembergen-9200/a-vendre/appartement/JR9G0/
1,Grembergen,Appartement,,196000,notariale,3,65,0,0,0,,,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/grembergen-9200/a-vendre/appartement/JR9G4/
2,Grembergen,Appartement,,255000,notariale,4,82,0,0,0,,,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/grembergen-9200/a-vendre/appartement/JR9G9/
3,Grembergen,Appartement,,269000,notariale,4,85,0,0,0,,,1,,,,2,0,old,2021,,https://www.zimmo.be/fr/grembergen-9200/a-vendre/appartement/JR9G2/
4,Grembergen,Appartement,,289000,notariale,4,94,0,0,0,,,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/grembergen-9200/a-vendre/appartement/JR9G3/
5,Grembergen,Appartement,,206000,notariale,3,67,0,0,0,,,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/grembergen-9200/a-vendre/appartement/JR9G8/
6,Evergem,Appartement,,362000,notariale,4,70,0,0,0,,,0,,,70,2,0,old,2020,,https://www.zimmo.be/fr/evergem-9940/a-vendre/appartement/JR95S/
7,Evergem,Appartement,,328000,notariale,4,20,0,0,0,,,0,,,20,2,0,old,2020,,https://www.zimmo.be/fr/evergem-9940/a-vendre/appartement/JR94U/
8,Gent,Bien professionnel,Bien commercial,1050000,notariale,0,60,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/bien-professionnel/JR934/
9,Appelterre-Eichem,Maison,,395434,notariale,0,,0,0,0,,,0,,,284,3,0,,,,https://www.zimmo.be/fr/appelterre-eichem-9400/a-vendre/maison/JP8TR/
0,Gent,Bien professionnel,Immeuble d’appartements,370000,notariale,8,,0,0,0,,,1,,,175,2,0,,,419,https://www.zimmo.be/fr/gent-9000/a-vendre/bien-professionnel/JX2KV/
1,Aalter,Maison,,325000,notariale,6,205,0,0,0,,,1,,,327,4,0,new,,778,https://www.zimmo.be/fr/aalter-9880/a-vendre/maison/JX2KW/
2,Aalst,Maison,,305000,notariale,7,170,0,0,0,,,0,,,,,0,new,,245,https://www.zimmo.be/fr/aalst-9300/a-vendre/maison/JX2JT/
3,Gijzegem,Maison,Bungalow,335000,notariale,5,198,0,0,0,,,1,,,745,4,0,,,518,https://www.zimmo.be/fr/gijzegem-9308/a-vendre/maison/JX2JS/
4,Mariakerke,Maison,,510000,notariale,7,240,0,0,0,,,1,,,95,,0,,,221,https://www.zimmo.be/fr/mariakerke-9030/a-vendre/maison/JWN9N/
5,Appels,Appartement,,189000,notariale,3,72,0,0,0,,,0,,,,3,0,old,2021,,https://www.zimmo.be/fr/appels-9200/a-vendre/appartement/JX2JA/
6,Appels,Appartement,,189000,notariale,3,72,0,0,0,,,0,,,,3,0,old,2021,,https://www.zimmo.be/fr/appels-9200/a-vendre/appartement/JX2J8/
7,Appels,Appartement,,289000,notariale,4,108,0,0,0,True,16,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/appels-9200/a-vendre/appartement/JX2J9/
8,Rupelmonde,Maison,,159000,notariale,3,,0,0,0,,,0,,,,2,0,,,277,https://www.zimmo.be/fr/rupelmonde-9150/a-vendre/maison/JX2FH/
9,Herzele,Maison,,250000,notariale,8,195,0,0,0,,,1,,,746,2,0,old,1958,786,https://www.zimmo.be/fr/herzele-9550/a-vendre/maison/JX2J5/
0,Gent,Appartement,,264000.0,notariale,3,68,0,0,0,,,0,,,,,0,,1968,180,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXR19/
1,Wichelen,Appartement,,125000.0,notariale,3,,0,0,0,,,0,,,,2,0,,,531,https://www.zimmo.be/fr/wichelen-9260/a-vendre/appartement/JXQWM/
2,Denderleeuw,Appartement,,419500.0,notariale,7,175,0,0,0,,,0,,,,,0,,2014,106,https://www.zimmo.be/fr/denderleeuw-9470/a-vendre/appartement/JXQYT/
3,Dendermonde,Maison,,279500.0,notariale,7,137,0,0,0,,,1,,,,2,0,,,412,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/maison/JXR36/
4,Aalter,Maison,,450000.0,notariale,5,197,0,0,0,True,10,1,,,,3,0,,1976,220,https://www.zimmo.be/fr/aalter-9880/a-vendre/maison/JXQXR/
5,,Projet,,,notariale,0,,0,0,0,,,0,,,,,0,,2022,,https://www.zimmo.be/fr/lovendegem-9920/a-vendre/projet-immobilier/10045XL/
6,Gent,Appartement,,542448.0,notariale,4,111,0,0,0,True,2,0,,,,,0,,2020,,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXQXK/
7,Gent,Appartement,Penthouse,555633.0,notariale,4,90,0,0,0,True,36,0,,,,,0,,2020,,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXQXM/
8,Gent,Appartement,Penthouse,605059.0,notariale,4,111,0,0,0,True,75,0,,,,,0,,2020,,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXQXJ/
9,Gent,Appartement,Duplex,475026.0,notariale,4,117,0,0,0,,,0,,,,,0,,2020,,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXQXL/
0,Lebbeke,Appartement,,280000,notariale,4,60,0,0,0,True,41,0,,,60,2,0,old,2019,,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JCSK0/
1,Lebbeke,Appartement,,283750,notariale,4,60,0,0,0,True,43,0,,,60,2,0,old,2019,,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JCSK1/
2,Lebbeke,Appartement,,224250,notariale,3,90,0,0,0,True,12,1,,,90,2,0,old,2019,,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JCSJY/
3,Lebbeke,Appartement,,284750,notariale,4,30,0,0,0,True,34,0,,,30,2,0,old,2019,,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JCSJS/
4,Lebbeke,Appartement,,234250,notariale,3,90,0,0,0,True,12,1,,,90,2,0,old,2019,,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JCSJP/
5,Lebbeke,Appartement,,284750,notariale,4,30,0,0,0,True,34,0,,,30,2,0,old,2019,,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/appartement/JCSJO/
6,Evergem,Appartement,,285000,notariale,4,118,0,0,0,True,16,1,,,134,2,0,old,2020,,https://www.zimmo.be/fr/evergem-9940/a-vendre/appartement/JUKB0/
7,Evergem,Appartement,,265000,notariale,4,104,0,0,0,True,8,1,,,112,2,0,old,2020,,https://www.zimmo.be/fr/evergem-9940/a-vendre/appartement/JUKAY/
8,Evergem,Appartement,,299000,notariale,6,134,0,0,0,True,9,1,,,143,2,0,old,2020,,https://www.zimmo.be/fr/evergem-9940/a-vendre/appartement/JUKAZ/
9,Zulte,Appartement,,419000,notariale,7,145,0,0,0,,,0,,,,,0,old,2011,,https://www.zimmo.be/fr/zulte-9870/a-vendre/appartement/JUK1B/
0,Wichelen,Appartement,,149000,notariale,5,65,0,0,0,,,0,,,,2,0,,,294,https://www.zimmo.be/fr/wichelen-9260/a-vendre/appartement/JXQW5/
1,Brakel,Appartement,,295000,notariale,5,280,0,0,0,True,100,0,,,,,0,,,190,https://www.zimmo.be/fr/brakel-9660/a-vendre/appartement/JXQW2/
2,Brakel,Maison,,295000,notariale,5,280,0,0,0,True,100,0,,,,2,0,,,190,https://www.zimmo.be/fr/brakel-9660/a-vendre/maison/JXQW3/
3,Brakel,Bien professionnel,Bureaux,295000,notariale,0,280,0,0,0,,,0,,,,2,0,,,190,https://www.zimmo.be/fr/brakel-9660/a-vendre/bien-professionnel/JXQW4/
4,Geraardsbergen,Maison,,458206,notariale,5,180,0,0,0,,,1,,,,4,0,,2021,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JXQVY/
5,Gent,Maison,Maison exceptionnelle,1750000,notariale,5,548,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JXQVR/
6,Ninove,Maison,Bel-étage,298000,notariale,5,200,0,0,0,True,15,1,,,,2,0,,2012,137,https://www.zimmo.be/fr/ninove-9400/a-vendre/maison/JXQW0/
7,Gent,Bien professionnel,Immeuble de bureaux,1750000,notariale,1,548,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/bien-professionnel/JXQVQ/
8,Zottegem,Maison,,363945,notariale,4,210,0,0,0,True,30,1,,,,4,0,,,,https://www.zimmo.be/fr/zottegem-9620/a-vendre/maison/JXQVW/
9,Gentbrugge,Maison,,495000,notariale,9,,0,0,0,True,24,1,,,,2,0,,,247,https://www.zimmo.be/fr/gentbrugge-9050/a-vendre/maison/JXQVU/
0,Maldegem,Appartement,,249000.0,notariale,3,88,0,0,0,,,0,,,124,3,0,old,2004,188,https://www.zimmo.be/fr/maldegem-9990/a-vendre/appartement/JXCBX/
1,,Maison,Maison de ville,575000.0,notariale,5,,0,0,0,,,0,,,247,2,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JXC8H/
2,,Maison,,190000.0,notariale,4,,0,0,0,,,0,,,189,2,0,,,236,https://www.zimmo.be/fr/denderleeuw-9470/a-vendre/maison/JXC77/
3,,Bien professionnel,Bien commercial avec habitation,175000.0,notariale,3,,0,0,0,,,0,,,,2,0,old,1905,587,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/bien-professionnel/JXC88/
4,Beervelde,Appartement,Penthouse,416300.0,notariale,2,80,0,0,0,,,0,,,163,,0,old,2021,,https://www.zimmo.be/fr/beervelde-9080/a-vendre/appartement/JXC7Z/
5,Moerbeke-Waas,Appartement,,252500.0,notariale,3,89,0,0,0,True,17,0,,,,,0,old,2020,,https://www.zimmo.be/fr/moerbeke-waas-9180/a-vendre/appartement/JXC66/
6,Gent,Appartement,Duplex,1850000.0,notariale,5,392,0,0,0,,,0,,,,,0,old,2020,,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXC5L/
7,,Maison,,,notariale,3,,0,0,0,,,0,,,236,,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JHHAO/
8,,,,,,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/merelbeke-9820/a-vendre/maison/JXC3W/
9,,,,,,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/merelbeke-9820/a-vendre/maison/JXC3V/
0,,Appartement,,,notariale,5,102,0,0,0,True,30,0,,,,4,0,old,2020,,https://www.zimmo.be/fr/eeklo-9900/a-vendre/appartement/JMGWU/
1,Eeklo,Appartement,App. rez-de-chaussée,207000.0,notariale,5,50,0,0,0,True,60,0,,,,4,0,old,2020,,https://www.zimmo.be/fr/eeklo-9900/a-vendre/appartement/JMGWS/
2,,Appartement,,,notariale,5,40,0,0,0,True,40,0,,,,4,0,old,2020,,https://www.zimmo.be/fr/eeklo-9900/a-vendre/appartement/JMGWT/
3,Sint-Niklaas,Bien professionnel,Bâtiment commercial,299000.0,notariale,0,,0,0,0,,,0,,,365,,0,,,,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/bien-professionnel/JMFFU/
4,Maldegem,Garage,Place de stationnement,10250.0,notariale,0,,0,0,0,,,0,,,,,0,old,2020,,https://www.zimmo.be/fr/maldegem-9990/a-vendre/garage/JMEYD/
5,Belsele,Appartement,,399000.0,notariale,6,30,0,0,0,,,1,,,50,2,0,old,2021,,https://www.zimmo.be/fr/belsele-9111/a-vendre/appartement/JMDWW/
6,,Bien professionnel,Bureaux,,notariale,0,387,0,0,0,,,0,387,227,614,,0,old,1983,,https://www.zimmo.be/fr/destelbergen-9070/a-vendre/bien-professionnel/JMDMR/
7,Aalst,Bien professionnel,Bien commercial,650000.0,notariale,4,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/aalst-9300/a-vendre/bien-professionnel/JMCWP/
8,Wetteren,Garage,,14500.0,notariale,1,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/wetteren-9230/a-vendre/garage/JMBJB/
9,Zingem,Appartement,,230000.0,notariale,3,,0,0,0,,,1,,,95,4,0,old,2020,,https://www.zimmo.be/fr/zingem-9750/a-vendre/appartement/JMBHF/
0,Zwijnaarde,Appartement,,400300.0,notariale,4,14,0,0,0,True,47,0,,,14,,0,,,,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/appartement/JSJTF/
1,Zwijnaarde,Appartement,,404400.0,notariale,4,,0,0,0,True,47,0,,,14,,0,,,,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/appartement/JSJTE/
2,Zwijnaarde,Appartement,,399300.0,notariale,4,14,0,0,0,True,47,0,,,14,,0,,,,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/appartement/JSJTC/
3,Zwijnaarde,Appartement,,282700.0,notariale,3,83,0,0,0,True,83,0,,,83,,0,,,,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/appartement/JSJTA/
4,Zwijnaarde,Appartement,,397300.0,notariale,4,90,0,0,0,True,47,0,,,90,,0,,,,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/appartement/JSJTB/
5,Sint-Gillis-Waas,Maison,,345000.0,notariale,0,,0,0,0,,,0,,,,,0,old,2021,,https://www.zimmo.be/fr/sint-gillis-waas-9170/a-vendre/maison/JVV30/
6,,Maison,,,notariale,5,92,0,0,0,True,50,1,,,05,2,0,,,,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JTJZI/
7,Melsele,Maison,,435000.0,notariale,6,245,0,0,0,True,26,0,,,,2,0,old,2005,105,https://www.zimmo.be/fr/melsele-9120/a-vendre/maison/JVURN/
8,Sint-Niklaas,Bien professionnel,Immeuble d’appartements,515000.0,notariale,11,,0,0,0,,,0,,,78,2,0,old,1930,179,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/bien-professionnel/JVUDU/
9,Gent,Maison,,250000.0,notariale,5,,0,0,0,,,0,,,44,,0,,,664,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JVUAG/
0,Zele,Maison,,172500,notariale,3,75,0,0,0,True,5,1,,,141,2,0,,,422,https://www.zimmo.be/fr/zele-9240/a-vendre/maison/JXBED/
1,Wetteren,Bien professionnel,Commerce,173375,notariale,1,95,0,0,0,,,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/wetteren-9230/a-vendre/bien-professionnel/JXBEE/
2,Dendermonde,Maison,,350000,notariale,5,,0,0,0,True,60,1,,,,3,0,new,1960,151,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/maison/JXBGM/
3,Geraardsbergen,Maison,,318000,notariale,4,125,0,0,0,,,1,,,338,3,0,,,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JXBGI/
4,Geraardsbergen,Maison,,318000,notariale,4,125,0,0,0,,,1,,,338,3,0,,,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JXBGJ/
5,Geraardsbergen,Maison,,318000,notariale,4,125,0,0,0,,,1,,,338,3,0,,,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JXBGJ/
6,De Klinge,Maison,,279000,notariale,10,,0,0,0,,,1,,,195,,0,,,229,https://www.zimmo.be/fr/de%20klinge-9170/a-vendre/maison/JXBET/
7,Sint-Niklaas,Appartement,,348000,notariale,7,,0,0,0,,,0,,,,3,0,new,,,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/appartement/JXBES/
8,Dendermonde,Bien professionnel,Entrepôt avec habitation,385000,notariale,3,206,0,0,0,True,16,0,,,160,2,0,new,1930,259,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/bien-professionnel/JXBCM/
9,Dendermonde,Maison,Usage mixte,385000,notariale,3,206,0,0,0,True,16,0,,,160,2,0,new,1930,259,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/maison/JXBCL/
0,Herzele,Appartement,,235000,notariale,4,,0,0,0,,,0,,,100,2,0,old,2008,,https://www.zimmo.be/fr/herzele-9550/a-vendre/appartement/JQH4B/
1,Aalst,Bien professionnel,Espace de bureaux,310000,notariale,0,,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/aalst-9300/a-vendre/bien-professionnel/JLWIT/
2,Dendermonde,Appartement,,396500,notariale,3,117,0,0,0,True,10,0,,,233,3,0,old,2020,,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/appartement/JR2JI/
3,Dendermonde,Appartement,,396500,notariale,3,117,0,0,0,True,10,0,,,233,3,0,old,2020,,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/appartement/JR2JH/
4,Gent,Appartement,Duplex,315180,notariale,2,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/gent-9041/a-vendre/appartement/JR2E6/
5,Adegem,Maison,,265586,notariale,4,,0,0,0,,,0,,,593,3,0,old,2021,,https://www.zimmo.be/fr/adegem-9991/a-vendre/maison/JR1OL/
6,Adegem,Maison,,265586,notariale,4,,0,0,0,,,0,,,593,3,0,old,2021,,https://www.zimmo.be/fr/adegem-9991/a-vendre/maison/JR1OH/
7,Oudenaarde,Maison,,115000,notariale,2,,0,0,0,,,0,,,103,3,0,old,1955,395,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JR180/
8,Oudenaarde,Maison,,139500,notariale,2,,0,0,0,,,0,,,177,3,0,old,1955,589,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JR17Z/
9,Oudenaarde,Maison,,110000,notariale,2,,0,0,0,,,0,,,98,,0,old,1955,472,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JR17U/
0,Zwalm,Bien professionnel,Bureaux,950000,notariale,0,194,0,0,0,,,0,307,212,519,3,0,old,1890,240,https://www.zimmo.be/fr/zwalm-9630/a-vendre/bien-professionnel/JX8UB/
1,Renaix,Maison,,285000,notariale,4,152,0,0,0,,,0,,,748,4,0,old,1996,335,https://www.zimmo.be/fr/renaix-9600/a-vendre/maison/JX8SY/
2,Kluisbergen,Maison,,475474,notariale,0,,0,0,0,,,0,,,824,4,0,,,,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/maison/JX8PD/
3,Kluisbergen,Maison,,568754,notariale,0,,0,0,0,,,0,,,594,4,0,,,,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/maison/JX8PE/
4,Kluisbergen,Maison,,408892,notariale,0,,0,0,0,,,0,,,871,4,0,,,,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/maison/JX8PB/
5,Kluisbergen,Maison,,367578,notariale,0,,0,0,0,,,0,,,693,4,0,,,,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/maison/JX8PA/
6,Kluisbergen,Maison,,503070,notariale,0,,0,0,0,,,0,,,826,4,0,,,,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/maison/JX8PC/
7,Sint-Niklaas,Maison,,435000,notariale,6,,0,0,0,True,25,1,,,756,,0,old,1953,439,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/maison/JX8N6/
