,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state,build year,epc,url
3,Zelzate,Maison,,389000,notariale,7,165,0,0,0,,,1,,,,3,0,,,317,https://www.zimmo.be/fr/zelzate-9060/a-vendre/maison/JXH81/
4,Ninove,Maison,Villa,453816,notariale,5,238,0,0,0,,,1,,,,4,0,,2021,,https://www.zimmo.be/fr/ninove-9400/a-vendre/maison/JXH7V/
5,Ninove,Maison,Villa,441141,notariale,5,224,0,0,0,,,1,,,,4,0,,2021,,https://www.zimmo.be/fr/ninove-9400/a-vendre/maison/JXH7W/
6,Steendorp,Appartement,,227000,notariale,2,60,0,0,0,True,20,0,,,,,0,,,,https://www.zimmo.be/fr/steendorp-9140/a-vendre/appartement/JXH67/
7,Steendorp,Appartement,,256000,notariale,2,90,0,0,0,True,70,1,,,,,0,,,,https://www.zimmo.be/fr/steendorp-9140/a-vendre/appartement/JXH66/
8,Zwalm,Appartement,,225000,notariale,5,95,0,0,0,,,1,,,,3,0,,2007,195,https://www.zimmo.be/fr/zwalm-9630/a-vendre/appartement/JXH77/
9,,Projet,,318000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/projet-immobilier/10045TH/
0,Lede,Terrain,Terrain à bâtir,230000,notariale,0,,0,0,0,,,1,,,,,0,,,,https://www.zimmo.be/fr/lede-9340/a-vendre/terrain/JXJ00/
1,Renaix,Maison,,299900,notariale,3,150,0,0,0,,,0,,,,3,0,,2020,,https://www.zimmo.be/fr/renaix-9600/a-vendre/maison/JXJ45/
2,,Projet,,299900,notariale,0,,0,0,0,,,0,,,,,0,,2020,,https://www.zimmo.be/fr/renaix-9600/a-vendre/projet-immobilier/10045U2/
3,Maldegem,Maison,,545000,notariale,8,177,0,0,0,,,1,,,,4,0,,2017,,https://www.zimmo.be/fr/maldegem-9990/a-vendre/maison/JXIZK/
4,Sint-Martens-Latem,Maison,Villa,3000000,notariale,0,,0,0,0,,,1,,,,,0,,,,https://www.zimmo.be/fr/sint-martens-latem-9830/a-vendre/maison/JXALU/
5,Schoonaarde,Appartement,,499000,notariale,5,,0,0,0,,,0,,,,3,0,,2020,,https://www.zimmo.be/fr/schoonaarde-9200/a-vendre/appartement/JXIZ1/
6,Denderleeuw,Appartement,,182500,notariale,5,90,0,0,0,True,4,1,,,,2,0,,1978,224,https://www.zimmo.be/fr/denderleeuw-9470/a-vendre/appartement/JXJ33/
7,Aalst,Maison,,314900,notariale,6,,0,0,0,True,25,1,,,,3,0,,1985,203,https://www.zimmo.be/fr/aalst-9300/a-vendre/maison/JXJ35/
8,,Projet,,230000,notariale,0,,0,0,0,,,0,,,,,0,,2021,,https://www.zimmo.be/fr/stekene-9190/a-vendre/projet-immobilier/10045GH/
9,,Projet,,245000,notariale,0,,0,0,0,,,0,,,,,0,,2021,,https://www.zimmo.be/fr/erpe-mere-9420/a-vendre/projet-immobilier/10045GI/
0,Denderleeuw,Maison,,405588,notariale,6,,0,0,0,,,1,,,,3,0,,,,https://www.zimmo.be/fr/denderleeuw-9470/a-vendre/maison/JXO6E/
1,Overmere,Maison,,274000,notariale,8,,0,0,0,,,1,,,,2,0,,,211,https://www.zimmo.be/fr/overmere-9290/a-vendre/maison/JXO6A/
2,Gentbrugge,Maison,,345000,notariale,4,,0,0,0,,,1,,,,,0,,,,https://www.zimmo.be/fr/gentbrugge-9050/a-vendre/maison/JXO66/
3,Gent,Appartement,,359900,notariale,3,97,0,0,0,,,0,,,,2,0,,,142,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXO5Y/
4,Deinze,Maison,,385000,notariale,5,180,0,0,0,,,1,,,,3,0,,,394,https://www.zimmo.be/fr/deinze-9800/a-vendre/maison/JXO5D/
5,Sint-Martens-Latem,Maison,Villa,1485000,notariale,7,,0,0,0,,,1,,,,4,0,,2005,196,https://www.zimmo.be/fr/sint-martens-latem-9830/a-vendre/maison/JXO9U/
6,Gent,Appartement,,290000,notariale,3,70,0,0,0,,,0,,,,2,0,,1974,166,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXO7W/
7,Sint-Niklaas,Bien professionnel,Bien commercial,135000,notariale,1,71,0,0,0,,,0,,,,3,0,,1976,,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/bien-professionnel/JXO4T/
8,Sint-Niklaas,Bien professionnel,Bien commercial,50000,notariale,1,52,0,0,0,,,0,,,,2,0,,1976,,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/bien-professionnel/JXO4U/
9,Maldegem,Maison,,595219,notariale,7,188,0,0,0,,,0,,,,4,0,,,,https://www.zimmo.be/fr/maldegem-9990/a-vendre/maison/JXO7I/
0,Sint-Maria-Horebeke,Maison,Fermette,495000.0,notariale,3,250,0,0,0,,,1,,,,,0,,,397,https://www.zimmo.be/fr/sint-maria-horebeke-9667/a-vendre/maison/JXLH9/
1,Oudenaarde,Appartement,,299000.0,notariale,4,134,0,0,0,,,0,,,,2,0,,1995,397,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/appartement/JXLMQ/
2,,Terrain,Terrain à bâtir,100000.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/waasmunster-9250/a-vendre/terrain/JXLP0/
3,Gent,Appartement,,149000.0,notariale,1,50,0,0,0,,,1,,,,2,0,,1937,,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JXLLY/
4,,Maison,Villa,450000.0,notariale,3,,0,0,0,,,0,,,,4,0,,,191,https://www.zimmo.be/fr/lokeren-9160/a-vendre/maison/JXLOZ/
5,Hamme,Terrain,,1350000.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/hamme-9220/a-vendre/terrain/JXLNH/
6,Hamme,Bien professionnel,Atelier,1350000.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/hamme-9220/a-vendre/bien-professionnel/JXLNI/
7,Eeklo,Maison,,214900.0,notariale,6,139,0,0,0,,,1,,,,2,0,,,151,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JXLOY/
8,Gentbrugge,Appartement,App. rez-de-chaussée,195000.0,notariale,3,84,0,0,0,,,0,,,,2,0,,1961,256,https://www.zimmo.be/fr/gentbrugge-9050/a-vendre/appartement/JXLLN/
9,,Maison,Villa,,notariale,7,302,0,0,0,,,1,,,,4,0,,1977,292,https://www.zimmo.be/fr/sint-laureins-9980/a-vendre/maison/JXLL7/
0,Aalter,Appartement,,216000,notariale,5,132,0,0,0,,,0,,,,,0,old,2022,,https://www.zimmo.be/fr/aalter-9880/a-vendre/appartement/JWZW3/
1,Wetteren,Terrain,,110000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/wetteren-9230/a-vendre/terrain/JJMK6/
2,Gent,Maison,Maison deux facades,310000,notariale,5,130,0,0,0,,,0,,,,2,0,,1960,197,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JWZQE/
3,Geraardsbergen,Maison,Bungalow,475000,notariale,6,50,0,0,0,,,1,278,,,4,0,old,1980,555,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JWMJQ/
4,Oudenaarde,Maison,,699000,notariale,6,317,0,0,0,,,0,249,377,626,4,0,new,,260,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JWIIY/
5,Oudenaarde,Maison,,279000,notariale,7,240,0,0,0,,,0,188,382,570,4,0,old,1930,448,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JWI6T/
6,Geraardsbergen,Maison,,475000,notariale,6,50,0,0,0,,,1,278,,,4,0,old,1980,555,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JWK6J/
7,Ninove,Terrain,Terrain à bâtir,180000,notariale,0,,0,0,0,,,1,127,-83,044,3,0,,,,https://www.zimmo.be/fr/ninove-9400/a-vendre/terrain/JWPJZ/
8,Gavere,Maison,,979000,notariale,8,352,0,0,0,,,1,291,-31,260,4,0,,,805,https://www.zimmo.be/fr/gavere-9890/a-vendre/maison/JWI6U/
9,Herzele,Appartement,,229000,notariale,4,113,0,0,0,,,1,,,,3,0,old,1993,163,https://www.zimmo.be/fr/herzele-9550/a-vendre/appartement/JWQ98/
0,Kluisbergen,Bien professionnel,Bâtiment commercial,235000,notariale,5,50,0,0,0,,,1,157,0,157,3,0,old,1950,377,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/bien-professionnel/JTO2P/
1,Kluisbergen,Appartement,,235000,notariale,5,50,0,0,0,,,1,157,0,157,3,0,old,1950,377,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/appartement/JTO2O/
2,Kluisbergen,Bien professionnel,Bien commercial,235000,notariale,5,50,0,0,0,,,1,157,0,157,3,0,old,1950,377,https://www.zimmo.be/fr/kluisbergen-9690/a-vendre/bien-professionnel/JTO2N/
3,Brakel,Bien professionnel,Bien commercial,249000,notariale,5,,0,0,0,,,1,205,141,346,3,0,old,1900,,https://www.zimmo.be/fr/brakel-9660/a-vendre/bien-professionnel/JTO2Q/
4,Oudenaarde,Appartement,Serviceflat,205000,notariale,1,56,0,0,0,,,0,,,,,0,old,2016,,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/appartement/I0P2S/
5,Renaix,Appartement,,162900,notariale,4,74,0,0,0,,,0,74,7,81,2,0,old,2022,,https://www.zimmo.be/fr/renaix-9600/a-vendre/appartement/JTQYG/
6,Renaix,Appartement,,185900,notariale,4,87,0,0,0,,,0,87,6,93,2,0,old,2022,,https://www.zimmo.be/fr/renaix-9600/a-vendre/appartement/JTQYI/
7,Renaix,Appartement,,149900,notariale,3,68,0,0,0,,,0,68,7,75,2,0,old,2022,,https://www.zimmo.be/fr/renaix-9600/a-vendre/appartement/JTQYH/
8,Dendermonde,Terrain,Terrain à bâtir,238000,notariale,0,,0,0,0,,,0,,,814,,0,,,,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/terrain/JTYNF/
9,Evergem,Appartement,,329000,notariale,8,94,0,0,0,True,22,0,,,,,0,,,,https://www.zimmo.be/fr/evergem-9940/a-vendre/appartement/JTYCJ/
0,,Maison,,,notariale,5,161,0,0,0,,,0,,,180,2,0,old,1951,846,https://www.zimmo.be/fr/hamme-9220/a-vendre/maison/JXBBM/
1,Wetteren,Terrain,Terrain à bâtir,159000.0,notariale,0,,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/wetteren-9230/a-vendre/terrain/JVHHV/
2,Erpe-Mere,Maison,,275000.0,notariale,6,145,0,0,0,,,1,,,420,3,0,old,1958,945,https://www.zimmo.be/fr/erpe-mere-9420/a-vendre/maison/JXB9U/
3,Gent,Maison,,365000.0,notariale,4,,0,0,0,,,0,,,116,,0,,,307,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JWY2Z/
4,Ninove,Maison,,384000.0,notariale,8,185,0,0,0,,,1,,,348,,0,,,,https://www.zimmo.be/fr/ninove-9400/a-vendre/maison/JXB79/
5,Grimminge,Maison,Maison unifamiliale,249000.0,notariale,6,170,0,0,0,,,0,,,553,3,0,old,1963,317,https://www.zimmo.be/fr/grimminge-9506/a-vendre/maison/JXB6A/
6,,Maison,,120000.0,notariale,5,,0,0,0,,,0,,,180,2,0,,,409,https://www.zimmo.be/fr/vrasene-9120/a-vendre/maison/JXB65/
7,Deinze,Maison,,274000.0,notariale,4,108,0,0,0,,,0,,,60,2,0,new,,181,https://www.zimmo.be/fr/deinze-9800/a-vendre/maison/JXB5A/
8,Wortegem-Petegem,Maison,Villa,1850000.0,notariale,5,680,0,0,0,True,50,0,250,546,796,4,0,old,1988,402,https://www.zimmo.be/fr/wortegem-petegem-9790/a-vendre/maison/JXB4S/
9,,Maison,,490000.0,notariale,4,,0,0,0,,,0,,,056,4,0,,,510,https://www.zimmo.be/fr/tielrode-9140/a-vendre/maison/JXB46/
0,Gavere,Appartement,,259000,notariale,2,86,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTL/
1,Gavere,Appartement,,287500,notariale,3,97,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTM/
2,Gavere,Appartement,,259000,notariale,2,76,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTR/
3,Gavere,Appartement,,275000,notariale,3,95,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTI/
4,Gavere,Appartement,,287500,notariale,3,95,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTE/
5,Gavere,Appartement,,280000,notariale,3,95,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTH/
6,Gavere,Appartement,Duplex,420000,notariale,5,148,0,0,0,True,11,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTD/
7,Gavere,Appartement,,220000,notariale,2,78,0,0,0,True,10,0,,,,4,0,,2021,,https://www.zimmo.be/fr/gavere-9890/a-vendre/appartement/JXXTB/
8,Sint-Martens-Latem,Maison,Villa,1065000,notariale,5,,0,0,0,,,1,,,,4,0,,,,https://www.zimmo.be/fr/sint-martens-latem-9830/a-vendre/maison/JXXS8/
9,Deinze,Appartement,,365000,notariale,4,111,0,0,0,True,50,1,,,,2,0,,2018,,https://www.zimmo.be/fr/deinze-9800/a-vendre/appartement/JXXS9/
0,Aalst,Bien professionnel,Bien commercial,249000,notariale,3,100,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/aalst-9300/a-vendre/bien-professionnel/JXE8Y/
1,Zomergem,Appartement,,260000,notariale,3,20,0,0,0,True,90,0,,,,,0,,,,https://www.zimmo.be/fr/zomergem-9930/a-vendre/appartement/JXE73/
2,Zomergem,Appartement,Penthouse,355000,notariale,5,116,0,0,0,True,10,0,,,,,0,,,,https://www.zimmo.be/fr/zomergem-9930/a-vendre/appartement/JXE72/
3,Zomergem,Appartement,Penthouse,235000,notariale,2,80,0,0,0,True,20,0,,,,,0,,,,https://www.zimmo.be/fr/zomergem-9930/a-vendre/appartement/JXE71/
4,Zomergem,Appartement,Penthouse,310000,notariale,3,10,0,0,0,True,80,0,,,,,0,,,,https://www.zimmo.be/fr/zomergem-9930/a-vendre/appartement/JXE74/
5,Zomergem,Appartement,,228000,notariale,2,72,0,0,0,True,30,0,,,,,0,,,,https://www.zimmo.be/fr/zomergem-9930/a-vendre/appartement/JXE75/
6,Erembodegem,Terrain,Terrain à bâtir,79500,notariale,0,,0,0,0,,,0,,,128,,0,,,,https://www.zimmo.be/fr/erembodegem-9320/a-vendre/terrain/JXE5T/
7,Geraardsbergen,Maison,,355000,notariale,4,148,0,0,0,True,8,1,74,74,148,3,0,old,2018,108,https://www.zimmo.be/fr/geraardsbergen-9506/a-vendre/maison/JXE6G/
8,Gent,Maison,,695000,notariale,3,168,0,0,0,True,14,0,,,,,0,new,1769,256,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JXE5F/
9,Sint-Martens-Latem,Terrain,Terrain à bâtir,389000,notariale,0,,0,0,0,,,0,,,990,,0,,,,https://www.zimmo.be/fr/sint-martens-latem-9830/a-vendre/terrain/JXE5D/
0,Adegem,Appartement,,189000,notariale,4,10,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/adegem-9991/a-vendre/appartement/JV6G1/
1,Beveren-Waas,Maison,,370000,notariale,6,145,0,0,0,,,1,,,449,3,0,old,1982,564,https://www.zimmo.be/fr/beveren-waas-9120/a-vendre/maison/JV6G2/
2,Adegem,Appartement,,189000,notariale,4,10,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/adegem-9991/a-vendre/appartement/JV6G1/
3,Wetteren,Appartement,,269000,notariale,2,65,0,0,0,True,8,1,,,,2,0,old,2017,115,https://www.zimmo.be/fr/wetteren-9230/a-vendre/appartement/JV6EB/
4,Dendermonde,Appartement,,495000,notariale,5,214,0,0,0,,,1,,,169,2,0,,,251,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/appartement/JV6EC/
5,Dendermonde,Appartement,Duplex,495000,notariale,5,214,0,0,0,,,1,,,169,2,0,,,251,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/appartement/JV6EA/
6,Beveren-Waas,Garage,,27000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/beveren-waas-9120/a-vendre/garage/JUTCV/
7,Gent,Appartement,Loft,685000,notariale,3,140,0,0,0,,,1,150,,,,0,new,1991,160,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JV697/
8,Oudenaarde,Appartement,Loft,325000,notariale,5,119,0,0,0,True,4,1,,,50,3,0,old,2012,,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/appartement/JUXEG/
9,Oudenaarde,Maison,,295000,notariale,5,107,0,0,0,,,1,,,,2,0,old,2012,129,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JUXEE/
0,Denderhoutem,Maison,,506785.0,notariale,3,208,0,0,0,,,0,,,388,3,0,,,,https://www.zimmo.be/fr/denderhoutem-9450/a-vendre/maison/JQLUE/
1,Denderhoutem,Maison,,510208.0,notariale,0,217,0,0,0,,,0,,,701,3,0,,,,https://www.zimmo.be/fr/denderhoutem-9450/a-vendre/maison/JQLUZ/
2,Denderhoutem,Maison,,506785.0,notariale,3,208,0,0,0,,,0,,,388,3,0,,,,https://www.zimmo.be/fr/denderhoutem-9450/a-vendre/maison/JQLUE/
3,Denderhoutem,Maison,,484245.0,notariale,0,177,0,0,0,,,0,,,378,3,0,,,,https://www.zimmo.be/fr/denderhoutem-9450/a-vendre/maison/JQLUF/
4,Zelzate,Bien professionnel,Bâtiment d’entreprise,657500.0,notariale,0,694,0,0,0,,,0,694,0,694,,0,old,2020,,https://www.zimmo.be/fr/zelzate-9060/a-vendre/bien-professionnel/JQL2X/
5,Zelzate,Bien professionnel,Bureaux,657500.0,notariale,0,762,0,0,0,,,0,762,0,762,,0,old,2020,,https://www.zimmo.be/fr/zelzate-9060/a-vendre/bien-professionnel/JQL2Y/
6,Zelzate,Bien professionnel,Bâtiment d’entreprise,445000.0,notariale,0,444,0,0,0,,,0,444,0,444,,0,old,2020,,https://www.zimmo.be/fr/zelzate-9060/a-vendre/bien-professionnel/JQL2V/
7,Zelzate,Bien professionnel,Bureaux,445000.0,notariale,0,441,0,0,0,,,0,441,0,441,,0,old,2021,,https://www.zimmo.be/fr/zelzate-9060/a-vendre/bien-professionnel/JQL2W/
8,,Bien professionnel,Bâtiment commercial,,notariale,0,260,0,0,0,,,0,135,849,984,3,0,old,1906,378,https://www.zimmo.be/fr/lebbeke-9280/a-vendre/bien-professionnel/JQKU4/
9,Renaix,Appartement,,689000.0,notariale,7,155,0,0,0,True,42,0,,,,,0,old,2020,,https://www.zimmo.be/fr/renaix-9600/a-vendre/appartement/JQKRE/
0,Dendermonde,Maison,,495000.0,notariale,5,214,0,0,0,,,1,,,169,2,0,,,251,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/maison/JV7IQ/
1,Waasmunster,Maison,Villa,825000.0,notariale,6,452,0,0,0,,,0,,,792,,0,new,1986,280,https://www.zimmo.be/fr/waasmunster-9250/a-vendre/maison/JV7FM/
2,Aalter,Maison,,483489.0,notariale,0,,0,0,0,,,0,,,720,3,0,,,,https://www.zimmo.be/fr/aalter-9880/a-vendre/maison/JV74S/
3,Aalter,Maison,,403004.0,notariale,0,,0,0,0,,,0,,,489,4,0,,,,https://www.zimmo.be/fr/aalter-9880/a-vendre/maison/JV74U/
4,Aalter,Maison,,408657.0,notariale,0,,0,0,0,,,0,,,565,3,0,,,,https://www.zimmo.be/fr/aalter-9880/a-vendre/maison/JV74T/
5,,Bien professionnel,Bureaux,,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/aalst-9300/a-vendre/bien-professionnel/JV73M/
6,Astene,Terrain,Terrain à bâtir,111720.0,notariale,0,,0,0,0,,,1,,,399,3,0,,,,https://www.zimmo.be/fr/astene-9800/a-vendre/terrain/JGZ28/
7,Dendermonde,Maison,,175000.0,notariale,2,,0,0,0,,,0,,,,,0,new,1960,,https://www.zimmo.be/fr/dendermonde-9200/a-vendre/maison/JV6VZ/
8,,Maison,,,notariale,6,128,0,0,0,,,1,,,36,2,0,,,420,https://www.zimmo.be/fr/oudenaarde-9700/a-vendre/maison/JV6UQ/
9,Deinze,Appartement,,295000.0,notariale,4,80,0,0,0,True,24,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/deinze-9800/a-vendre/appartement/JV6UI/
0,Aalst,Appartement,,330000,notariale,5,133,0,0,0,True,7,0,,,,,0,old,2002,118,https://www.zimmo.be/fr/aalst-9300/a-vendre/appartement/JUVWV/
1,Kruibeke,Appartement,,295000,notariale,3,195,0,0,0,True,70,0,,,,2,0,,,265,https://www.zimmo.be/fr/kruibeke-9150/a-vendre/appartement/JUVUS/
2,Evergem,Maison,,329000,notariale,5,227,0,0,0,,,0,,,232,2,0,old,1957,376,https://www.zimmo.be/fr/evergem-9940/a-vendre/maison/JUVJQ/
3,Assenede,Maison,Villa-Manoir,490000,notariale,5,,0,0,0,,,0,450,-375,075,4,0,,,545,https://www.zimmo.be/fr/assenede-9960/a-vendre/maison/JUVJM/
4,Deinze,Appartement,,140000,notariale,3,,0,0,0,,,0,84,,,2,0,old,1974,158,https://www.zimmo.be/fr/deinze-9800/a-vendre/appartement/JUVH7/
5,Stekene,Terrain,,199000,notariale,0,,0,0,0,,,0,,,097,4,0,,,,https://www.zimmo.be/fr/stekene-9190/a-vendre/terrain/JUVDS/
6,Renaix,Maison,,218000,notariale,3,105,0,0,0,True,10,1,,,115,2,0,old,2021,,https://www.zimmo.be/fr/renaix-9600/a-vendre/maison/JUVEU/
7,Renaix,Appartement,,218000,notariale,3,105,0,0,0,True,10,1,,,115,2,0,old,2021,,https://www.zimmo.be/fr/renaix-9600/a-vendre/appartement/JUVER/
8,Geraardsbergen,Maison,Villa,799000,notariale,5,233,0,0,0,,,0,300,42,342,4,0,old,2005,205,https://www.zimmo.be/fr/geraardsbergen-9500/a-vendre/maison/JO5BA/
9,Renaix,Appartement,,189500,notariale,4,85,0,0,0,,,0,85,6,91,2,0,old,2022,,https://www.zimmo.be/fr/renaix-9600/a-vendre/appartement/JTQYX/
0,Waarschoot,Maison,,165000,notariale,3,90,0,0,0,,,1,,,,,0,,,743,https://www.zimmo.be/fr/waarschoot-9950/a-vendre/maison/JXYEN/
1,Zottegem,Bien professionnel,Rez-de-chaussée commercial,230000,notariale,1,,0,0,0,,,0,,,,2,0,,2021,,https://www.zimmo.be/fr/zottegem-9620/a-vendre/bien-professionnel/JXYEE/
2,Zottegem,Bien professionnel,Bureaux,230000,notariale,1,,0,0,0,,,0,,,,2,0,,2021,,https://www.zimmo.be/fr/zottegem-9620/a-vendre/bien-professionnel/JXYEC/
3,Kalken,Bien professionnel,Bien commercial avec habitation,1490000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/kalken-9270/a-vendre/bien-professionnel/JXYE5/
4,,Maison,,120000,notariale,3,,0,0,0,,,0,,,,4,0,,,611,https://www.zimmo.be/fr/sint-maria-horebeke-9667/a-vendre/maison/JXYDV/
5,,Maison,Maison deux facades,180000,notariale,3,18,0,0,0,,,0,,,,2,0,,,505,https://www.zimmo.be/fr/melsele-9120/a-vendre/maison/JXYDS/
6,Zulte,Appartement,,257500,notariale,1,40,0,0,0,True,60,0,,,,2,0,,,,https://www.zimmo.be/fr/zulte-9870/a-vendre/appartement/JV7JZ/
7,Beveren-Waas,Appartement,,299000,notariale,3,71,0,0,0,,,1,,,,,0,,2016,,https://www.zimmo.be/fr/beveren-waas-9120/a-vendre/appartement/JXQD3/
8,Sint-Niklaas,Appartement,App. rez-de-chaussée,227500,notariale,10,04,0,0,0,True,10,1,,,,4,0,,2021,,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/appartement/JXS7J/
9,De Klinge,Maison,,159000,notariale,4,120,0,0,0,,,0,,,,2,0,,,625,https://www.zimmo.be/fr/de%20klinge-9170/a-vendre/maison/JXYCN/
0,Gijzegem,Maison,,295000,notariale,4,175,0,0,0,,,1,,,240,,0,new,1935,320,https://www.zimmo.be/fr/gijzegem-9308/a-vendre/maison/JWTR3/
1,Gent,Appartement,,1200000,notariale,8,785,0,0,0,,,0,,,497,2,0,,,130,https://www.zimmo.be/fr/gent-9000/a-vendre/appartement/JWTPU/
2,Aalst,Maison,,569000,notariale,5,216,0,0,0,True,25,0,,,100,,0,,,,https://www.zimmo.be/fr/aalst-9300/a-vendre/maison/JWTPS/
3,Maldegem,Maison,,495000,notariale,6,,0,0,0,,,1,,,504,4,0,,,704,https://www.zimmo.be/fr/maldegem-9990/a-vendre/maison/JWTPO/
4,Sint-Niklaas,Appartement,,255000,notariale,5,141,0,0,0,,,1,427,,,,0,old,1998,207,https://www.zimmo.be/fr/sint-niklaas-9100/a-vendre/appartement/JWTOU/
5,Zwijnaarde,Maison,,375000,notariale,5,116,0,0,0,,,1,,,,2,0,old,2012,120,https://www.zimmo.be/fr/zwijnaarde-9052/a-vendre/maison/JWTN3/
6,Gent,Maison,,295000,notariale,5,145,0,0,0,True,12,0,,,100,,0,,,183,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JWTJM/
7,Lovendegem,Bien professionnel,Bâtiment d’entreprise,1450000,notariale,7,,0,0,0,,,0,,,554,4,0,,,361,https://www.zimmo.be/fr/lovendegem-9920/a-vendre/bien-professionnel/JWTI5/
8,Lovendegem,Maison,,1450000,notariale,7,,0,0,0,,,0,,,554,4,0,,,361,https://www.zimmo.be/fr/lovendegem-9920/a-vendre/maison/JWTI3/
9,Renaix,Terrain,,680000,notariale,1,,0,0,0,,,0,,,500,,0,,,,https://www.zimmo.be/fr/renaix-9600/a-vendre/terrain/JWTGP/
0,Eeklo,Maison,Maison unifamiliale,219000,notariale,7,200,0,0,0,,,0,,,120,2,0,old,1952,301,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JXFS6/
1,Gent,Maison,Maison deux facades,396000,notariale,9,188,0,0,0,True,50,0,,,184,2,0,new,1960,136,https://www.zimmo.be/fr/gent-9000/a-vendre/maison/JXFUT/
2,Eeklo,Maison,Maison unifamiliale,219000,notariale,7,200,0,0,0,,,0,,,120,2,0,old,1952,301,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JXFS6/
3,Evergem,Maison,,399000,notariale,6,156,0,0,0,True,,0,,,237,3,0,old,2019,100,https://www.zimmo.be/fr/evergem-9940/a-vendre/maison/JXFS4/
4,Eeklo,Maison,,325000,notariale,7,159,0,0,0,,,1,,,,2,0,,2007,226,https://www.zimmo.be/fr/eeklo-9900/a-vendre/maison/JVMY4/
5,,Maison,,220000,notariale,5,,0,0,0,,,0,,,196,2,0,,,267,https://www.zimmo.be/fr/aalst-9300/a-vendre/maison/JXFR6/
6,Moerbeke,Terrain,Terrain à bâtir,169000,notariale,0,,0,0,0,,,0,,,540,,0,,,,https://www.zimmo.be/fr/moerbeke-9500/a-vendre/terrain/JXFQY/
7,Maldegem,Appartement,,240000,notariale,3,,0,0,0,,,0,,,,,0,old,1980,186,https://www.zimmo.be/fr/maldegem-9990/a-vendre/appartement/JXFQV/
