,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state,build year,epc,url
7,Rijkevorsel,Appartement,App. rez-de-chaussée,279000.0,notariale,3,92,0,0,0,,,0,,,1,2,0,old,2012,155,https://www.zimmo.be/fr/rijkevorsel-2310/a-vendre/appartement/JW5NQ/
8,,Bien professionnel,Immeuble de bureaux,,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/mechelen-2800/a-vendre/bien-professionnel/JW5KE/
9,Kasterlee,Maison,,649000.0,notariale,5,187,0,0,0,,,0,,,800,,0,old,2007,188,https://www.zimmo.be/fr/kasterlee-2460/a-vendre/maison/JW5FH/
0,Borgerhout,Maison,,295000.0,notariale,6,139,0,0,0,,,0,50,0,50,,0,,,260,https://www.zimmo.be/fr/borgerhout-2140/a-vendre/maison/JVEKG/
1,Hoboken,Maison,,299000.0,notariale,6,231,0,0,0,,,0,231,0,231,3,0,new,1950,690,https://www.zimmo.be/fr/hoboken-2660/a-vendre/maison/JVEK7/
2,Poppel,Maison,Villa,995000.0,notariale,7,645,0,0,0,True,25,0,,,258,4,0,old,1995,169,https://www.zimmo.be/fr/poppel-2382/a-vendre/maison/JVEGS/
3,Borsbeek,Maison,,185000.0,notariale,0,,0,0,0,,,1,,,463,3,0,old,1953,113,https://www.zimmo.be/fr/borsbeek-2150/a-vendre/maison/JVEF5/
4,Onze-Lieve-Vrouw-Waver,Maison,,295000.0,notariale,2,50,0,0,0,,,0,,,754,3,0,,,265,https://www.zimmo.be/fr/onze-lieve-vrouw-waver-2861/a-vendre/maison/JVEEQ/
5,Hoboken,Appartement,,239500.0,notariale,3,110,0,0,0,True,11,0,,,,2,0,old,1996,150,https://www.zimmo.be/fr/hoboken-2660/a-vendre/appartement/JVEDP/
6,Heist-op-den-Berg,Terrain,Terrain à bâtir,158000.0,notariale,0,,0,0,0,,,0,,,,4,0,,,,https://www.zimmo.be/fr/heist-op-den-berg-2220/a-vendre/terrain/JVEDN/
7,,Bien professionnel,Bâtiment commercial,,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/borsbeek-2150/a-vendre/bien-professionnel/JVED4/
8,,Maison,Usage mixte,,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/herselt-2230/a-vendre/maison/JVE8Q/
9,Brasschaat,Bien professionnel,Café,165000.0,notariale,6,227,0,0,0,True,85,0,501,-97,404,3,0,new,,,https://www.zimmo.be/fr/brasschaat-2930/a-vendre/bien-professionnel/JVE63/
0,Mol,Maison,,259000.0,notariale,4,158,0,0,0,,,1,,,147,,0,old,1960,560,https://www.zimmo.be/fr/mol-2400/a-vendre/maison/JXDKI/
1,Herentals,Appartement,,249000.0,notariale,3,110,0,0,0,True,5,0,,,,,0,old,2000,,https://www.zimmo.be/fr/herentals-2200/a-vendre/appartement/JXDKJ/
2,,Bien professionnel,Reprise,,notariale,1,,0,0,0,,,0,102,-18,84,2,0,new,,,https://www.zimmo.be/fr/kapellen-2950/a-vendre/bien-professionnel/JXDJA/
3,Willebroek,Appartement,App. rez-de-chaussée,320000.0,notariale,4,92,0,0,0,,,0,,,,,0,old,2012,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JXDIU/
4,Mol,Appartement,,228000.0,notariale,3,70,0,0,0,True,90,0,,,,4,0,old,2019,,https://www.zimmo.be/fr/mol-2400/a-vendre/appartement/JXDHF/
5,Mol,Appartement,,259000.0,notariale,4,80,0,0,0,True,70,1,,,,4,0,old,2019,,https://www.zimmo.be/fr/mol-2400/a-vendre/appartement/JXDHG/
6,,Maison,Maison jumelée,,notariale,4,133,0,0,0,,,1,,,345,,0,,,367,https://www.zimmo.be/fr/kalmthout-2920/a-vendre/maison/JWTLD/
7,,Maison,Maison jumelée,,notariale,3,152,0,0,0,,,1,,,230,,0,,,268,https://www.zimmo.be/fr/kapellen-2950/a-vendre/maison/JWTLE/
8,Turnhout,Maison,Maison unifamiliale,255000.0,notariale,4,143,0,0,0,,,1,,,202,2,0,new,1959,204,https://www.zimmo.be/fr/turnhout-2300/a-vendre/maison/JXDGY/
9,Deurne,Appartement,,135000.0,notariale,2,55,0,0,0,,,0,,,,3,0,old,1930,578,https://www.zimmo.be/fr/deurne-2100/a-vendre/appartement/JXDH6/
0,Nijlen,Maison,Usage mixte,450000,notariale,4,270,0,0,0,True,50,0,,,,2,0,,1960,165,https://www.zimmo.be/fr/nijlen-2560/a-vendre/maison/JXQJ6/
1,Nijlen,Maison,,397000,notariale,5,158,0,0,0,,,1,,,,3,0,,1975,363,https://www.zimmo.be/fr/nijlen-2560/a-vendre/maison/JXQJ5/
2,Kasterlee,Bien professionnel,Bien commercial avec habitation,595000,notariale,0,305,0,0,0,,,0,,,,2,0,,,203,https://www.zimmo.be/fr/kasterlee-2460/a-vendre/bien-professionnel/JXQJ0/
3,Borgerhout,Maison,,315000,notariale,8,162,0,0,0,,,0,,,,2,0,,,550,https://www.zimmo.be/fr/borgerhout-2140/a-vendre/maison/JXQIV/
4,Kapellen,Appartement,,430000,notariale,3,101,0,0,0,True,9,0,,,,,0,,2017,,https://www.zimmo.be/fr/kapellen-2950/a-vendre/appartement/JXQIY/
5,Tongerlo,Appartement,,180000,notariale,3,75,0,0,0,,,0,,,,,0,,1992,,https://www.zimmo.be/fr/tongerlo-2260/a-vendre/appartement/JXQIL/
6,Herselt,Appartement,,230000,notariale,4,75,0,0,0,,,0,,,,,0,,2006,,https://www.zimmo.be/fr/herselt-2230/a-vendre/appartement/JXQIN/
7,Meerhout,Terrain,Terrain à bâtir,130000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/meerhout-2450/a-vendre/terrain/JXQIM/
8,Tongerlo,Appartement,Duplex,210000,notariale,4,120,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/tongerlo-2260/a-vendre/appartement/JXQIK/
9,Westerlo,Bien professionnel,Commerce,119500,notariale,0,50,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/westerlo-2260/a-vendre/bien-professionnel/JXQIP/
0,Puurs,Appartement,,290000,notariale,4,90,0,0,0,True,50,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JX8HD/
1,Puurs,Appartement,,310000,notariale,4,97,0,0,0,True,90,1,,,,2,0,old,2021,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JX8HB/
2,Puurs,Appartement,,238000,notariale,4,50,0,0,0,True,60,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JX8HG/
3,Puurs,Appartement,,215000,notariale,3,60,0,0,0,True,50,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JX8HK/
4,Antwerpen,Maison,,799000,notariale,13,316,0,0,0,True,10,1,330,-200,130,2,0,new,1967,233,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/maison/JX8H8/
5,Antwerpen,Maison,,339000,notariale,6,,0,0,0,,,0,,,60,2,0,,,624,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/maison/JX8G1/
6,Bornem,Appartement,,249500,notariale,3,70,0,0,0,,,0,,,,3,0,old,2017,,https://www.zimmo.be/fr/bornem-2880/a-vendre/appartement/JX8FT/
7,Geel,Appartement,,215000,notariale,2,76,0,0,0,,,1,,,,,0,old,2006,263,https://www.zimmo.be/fr/geel-2440/a-vendre/appartement/JX8ES/
8,Eindhout,Terrain,,118000,notariale,0,,0,0,0,,,0,,,508,3,0,,,,https://www.zimmo.be/fr/eindhout-2430/a-vendre/terrain/JTCUR/
9,Eindhout,Terrain,,120000,notariale,0,,0,0,0,,,0,,,512,3,0,,,,https://www.zimmo.be/fr/eindhout-2430/a-vendre/terrain/JTCUT/
0,Edegem,Appartement,Penthouse,359000,notariale,4,90,0,0,0,True,10,0,,,,2,0,new,,,https://www.zimmo.be/fr/edegem-2650/a-vendre/appartement/JXFNH/
1,Kontich,Maison,,399000,notariale,6,200,0,0,0,,,1,,,,,0,,,433,https://www.zimmo.be/fr/kontich-2550/a-vendre/maison/JXFN2/
2,Herentals,Maison,Ferme,524000,notariale,9,616,0,0,0,,,1,,,996,4,0,old,1870,104,https://www.zimmo.be/fr/herentals-2200/a-vendre/maison/JXFJR/
3,Bouwel,Maison,Maison unifamiliale,315000,notariale,3,167,0,0,0,,,0,,,367,2,0,old,1960,203,https://www.zimmo.be/fr/bouwel-2288/a-vendre/maison/JXFK8/
4,Antwerpen,Maison,Maison unifamiliale,219000,notariale,5,130,0,0,0,True,14,0,,,,2,0,old,1940,108,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/maison/JXFJX/
5,Boom,Maison,Maison unifamiliale,215000,notariale,5,127,0,0,0,,,0,,,,2,0,new,1940,362,https://www.zimmo.be/fr/boom-2850/a-vendre/maison/JXFJT/
6,Antwerpen,Maison,Maison unifamiliale,300000,notariale,5,80,0,0,0,,,0,,,31,2,0,new,1910,448,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/maison/JXFJV/
7,Ramsel,Appartement,,199000,notariale,4,95,0,0,0,True,20,0,,,,2,0,,,259,https://www.zimmo.be/fr/ramsel-2230/a-vendre/appartement/JXFK7/
8,,Maison,,345000,notariale,5,,0,0,0,,,0,,,313,3,0,old,1959,209,https://www.zimmo.be/fr/hallaar-2220/a-vendre/maison/JXFIW/
9,Brasschaat,Maison,,565000,notariale,10,237,0,0,0,True,26,1,237,-141,96,3,0,new,2021,,https://www.zimmo.be/fr/brasschaat-2930/a-vendre/maison/JXFHX/
0,Wilrijk,Maison,Villa,1950000,notariale,5,328,0,0,0,,,1,197,-115,082,,0,,,727,https://www.zimmo.be/fr/wilrijk-2610/a-vendre/maison/JWG0K/
1,Vorselaar,Maison,,269000,notariale,5,165,0,0,0,,,1,,,668,,0,old,1968,118,https://www.zimmo.be/fr/vorselaar-2290/a-vendre/maison/JWFWE/
2,Arendonk,Terrain,Terrain à bâtir,330000,notariale,0,,0,0,0,,,0,,,407,,0,,,,https://www.zimmo.be/fr/arendonk-2370/a-vendre/terrain/JWFOY/
3,Antwerpen,Garage,Box,30000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/garage/JWEP4/
4,Ekeren,Bien professionnel,Bien commercial avec habitation,289000,notariale,2,171,0,0,0,True,12,0,,,,3,0,old,1950,306,https://www.zimmo.be/fr/ekeren-2180/a-vendre/bien-professionnel/JWEP1/
5,Antwerpen,Appartement,,200000,notariale,1,20,0,0,0,True,40,0,,,94,2,0,old,2014,141,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/appartement/JWEO1/
6,Heist-op-den-Berg,Appartement,,245000,notariale,3,98,0,0,0,True,10,0,,,,3,0,old,2020,,https://www.zimmo.be/fr/heist-op-den-berg-2220/a-vendre/appartement/JWBGQ/
7,Antwerpen,Bien professionnel,Commerce,688000,notariale,0,287,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/bien-professionnel/JWB8U/
8,Antwerpen,Bien professionnel,Commerce,564000,notariale,0,188,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/bien-professionnel/JWB8V/
9,Mol,Maison,,269000,notariale,0,180,0,0,0,,,1,,,265,,0,,,,https://www.zimmo.be/fr/mol-2400/a-vendre/maison/JWB5R/
0,Antwerpen,Appartement,,339000,notariale,3,20,0,0,0,True,50,1,81,,,2,0,old,2021,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JX0RP/
1,Antwerpen,Appartement,,249000,notariale,3,70,0,0,0,True,7,0,59,,,2,0,old,2021,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JX0RO/
2,Antwerpen,Appartement,,339000,notariale,3,80,0,0,0,,,0,82,,,2,0,old,2021,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JX0RN/
3,Lichtaart,Maison,,499000,notariale,6,210,0,0,0,,,0,,,880,,0,new,1936,356,https://www.zimmo.be/fr/lichtaart-2460/a-vendre/maison/JX0MO/
4,Lichtaart,Bien professionnel,Bien commercial,499000,notariale,0,210,0,0,0,,,0,,,880,,0,new,1936,356,https://www.zimmo.be/fr/lichtaart-2460/a-vendre/bien-professionnel/JX0MP/
5,Willebroek,Appartement,,114000,notariale,2,75,0,0,0,,,0,,,75,,0,,,351,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JX0LD/
6,Aartselaar,Appartement,,384000,notariale,5,,0,0,0,,,1,,,,,0,,,,https://www.zimmo.be/fr/aartselaar-2630/a-vendre/appartement/JX0JS/
7,Hemiksem,Appartement,Duplex,345000,notariale,4,50,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/hemiksem-2620/a-vendre/appartement/JU7HC/
8,Antwerpen,Appartement,,389900,notariale,5,100,0,0,0,True,15,0,87,3,90,2,0,new,2021,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JX0F1/
9,Merksem,Bien professionnel,,745000,notariale,8,650,0,0,0,,,0,,,183,2,0,,,,https://www.zimmo.be/fr/merksem-2170/a-vendre/bien-professionnel/JX0I2/
0,Willebroek,Appartement,,283000,notariale,3,113,0,0,0,True,7,0,,,,3,0,,,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JXPIW/
1,Willebroek,Maison,Maison unifamiliale,381560,notariale,5,153,0,0,0,,,1,,,,2,0,,,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/maison/JXPIY/
2,Puurs,Appartement,,317633,notariale,5,150,0,0,0,True,8,1,,,,4,0,,2012,119,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXPIX/
3,Antwerpen,Appartement,,295000,notariale,3,80,0,0,0,True,20,0,,,,2,0,,,214,https://www.zimmo.be/fr/antwerpen-3471/a-vendre/appartement/JR9UR/
4,Mortsel,Appartement,,274000,notariale,4,85,0,0,0,,,0,,,,4,0,,2016,,https://www.zimmo.be/fr/mortsel-2640/a-vendre/appartement/JXPIM/
5,Berchem,Appartement,,274000,notariale,3,85,0,0,0,,,0,,,,4,0,,2016,,https://www.zimmo.be/fr/berchem-2600/a-vendre/appartement/JXPIN/
6,Mortsel,Maison,,275000,notariale,4,232,0,0,0,,,1,,,,2,0,,,685,https://www.zimmo.be/fr/mortsel-2640/a-vendre/maison/JXPKJ/
7,Itegem,Maison,Maison unifamiliale,449000,notariale,9,267,0,0,0,True,60,1,,,,4,0,,1930,271,https://www.zimmo.be/fr/itegem-2222/a-vendre/maison/JXPHJ/
8,Antwerpen,Appartement,,169000,notariale,2,70,0,0,0,,,0,,,,2,0,old,1930,646,https://www.zimmo.be/fr/antwerpen-2170/a-vendre/appartement/JW5T2/
9,Antwerpen,Appartement,,225000,notariale,4,60,0,0,0,,,0,,,,3,0,,1975,204,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JQGTE/
0,Antwerpen,Appartement,Studio avec coin lit,132000,notariale,3,36,0,1,0,,,0,,,,2,0,,1900,212,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/appartement/JY0N6/
1,Edegem,Appartement,Penthouse,299000,notariale,3,85,0,0,0,True,60,0,,,,2,0,,,,https://www.zimmo.be/fr/edegem-2650/a-vendre/appartement/JY0LK/
2,Antwerpen,Maison,Maison unifamiliale,280000,notariale,4,147,0,0,0,True,32,0,,,,2,0,,1988,280,https://www.zimmo.be/fr/antwerpen-2020/a-vendre/maison/JY0LC/
3,Onze-Lieve-Vrouw-Waver,Maison,Maison unifamiliale,386000,notariale,3,120,0,0,0,,,1,,,,2,0,,2010,152,https://www.zimmo.be/fr/onze-lieve-vrouw-waver-2861/a-vendre/maison/JY0LB/
4,Borgerhout,Appartement,,219000,notariale,3,87,0,0,0,True,9,0,,,,2,0,,1968,179,https://www.zimmo.be/fr/borgerhout-2140/a-vendre/appartement/JY0KR/
5,Sint-Lenaarts,Maison,Maison unifamiliale,325000,notariale,5,170,0,0,0,,,1,,,,3,0,,1960,695,https://www.zimmo.be/fr/sint-lenaarts-2960/a-vendre/maison/JY082/
6,Antwerpen,Maison,Maison unifamiliale,375000,notariale,8,180,0,0,0,,,0,,,,2,0,,1937,325,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/maison/JY0KQ/
7,Merksem,Appartement,,179000,notariale,3,93,0,0,0,True,3,0,,,,3,0,,1967,664,https://www.zimmo.be/fr/merksem-2170/a-vendre/appartement/JY0KS/
8,Kasterlee,Appartement,,249000,notariale,4,106,0,0,0,True,13,0,,,,3,0,,2001,,https://www.zimmo.be/fr/kasterlee-2460/a-vendre/appartement/JY0KT/
9,,Projet,,310700,notariale,0,,0,0,0,,,0,,,,,0,,2021,,https://www.zimmo.be/fr/boom-2850/a-vendre/projet-immobilier/10044XU/
0,Antwerpen,Appartement,,259000,notariale,2,83,0,0,0,,,0,,,,,0,,,161,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JWH8A/
1,Hoevenen,Maison,Bel-étage,345000,notariale,5,162,0,0,0,True,17,1,,,231,2,0,old,1978,182,https://www.zimmo.be/fr/hoevenen-2940/a-vendre/maison/JWH0U/
2,Antwerpen,Maison,Maison unifamiliale,269000,notariale,4,128,0,0,0,,,0,,,45,2,0,new,1936,338,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/maison/JWGZQ/
3,Herentals,Bien professionnel,Bâtiment commercial,175000,notariale,0,75,0,0,0,,,0,,,75,2,0,old,1955,,https://www.zimmo.be/fr/herentals-2200/a-vendre/bien-professionnel/JWGZD/
4,Hulshout,Appartement,,249000,notariale,4,85,0,0,0,True,19,0,,,539,,0,old,2010,234,https://www.zimmo.be/fr/hulshout-2235/a-vendre/appartement/JWGZ4/
5,Antwerpen,Garage,Place de stationnement,16000,notariale,0,,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/garage/JWGXW/
6,Geel,Terrain,Terrain à bâtir,235000,notariale,0,,0,0,0,,,0,,,650,,0,,,,https://www.zimmo.be/fr/geel-2440/a-vendre/terrain/JWGW0/
7,Geel,Maison,,235000,notariale,5,160,0,0,0,,,1,,,650,4,0,old,1967,671,https://www.zimmo.be/fr/geel-2440/a-vendre/maison/JWGVX/
8,Geel,Maison,,280000,notariale,6,170,0,0,0,,,1,,,625,3,0,old,1962,779,https://www.zimmo.be/fr/geel-2440/a-vendre/maison/JWGVY/
9,Heist-op-den-Berg,Terrain,Terrain à bâtir,178500,notariale,0,,0,0,0,,,0,,,116,,0,,,,https://www.zimmo.be/fr/heist-op-den-berg-2220/a-vendre/terrain/JWGV8/
0,,Projet,,275000.0,notariale,0,,0,0,0,,,0,,,,,0,,2022,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/projet-immobilier/100462D/
1,,Projet,,422000.0,notariale,0,,0,0,0,,,0,,,,,0,,2022,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/projet-immobilier/100462C/
2,Geel,Terrain,Bois,49999.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/geel-2440/a-vendre/terrain/JY19S/
3,Antwerpen,Appartement,,232500.0,notariale,2,76,0,0,0,True,30,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JY18H/
4,Kessel,Maison,,495000.0,notariale,8,252,0,0,0,True,38,0,,,,3,0,,2014,,https://www.zimmo.be/fr/kessel-2560/a-vendre/maison/JY196/
5,,Appartement,,72000.0,notariale,2,48,0,0,0,,,0,,,,2,0,,,236,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/appartement/JY15T/
6,,Terrain,Terrain à bâtir,205000.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/nijlen-2560/a-vendre/terrain/JY149/
7,,Terrain,Terrain à bâtir,,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/kasterlee-2460/a-vendre/terrain/JY148/
8,,Maison,,250000.0,notariale,5,132,0,0,0,,,0,,,,3,0,,1951,210,https://www.zimmo.be/fr/mol-2400/a-vendre/maison/JY145/
9,Mol,Terrain,Terrain à bâtir,169000.0,agence,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/mol-2400/a-vendre/terrain/JY157/
0,Antwerpen,Maison,Maison unifamiliale,399000,notariale,6,279,0,0,0,,,1,,,29,,0,new,,131,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/maison/JVKXG/
1,Lier,Maison,Maison unifamiliale,393000,notariale,4,54,0,0,0,True,73,1,,,60,3,0,old,2021,,https://www.zimmo.be/fr/lier-2500/a-vendre/maison/JVKZL/
2,Lier,Maison,Maison unifamiliale,359000,notariale,5,186,0,0,0,True,70,1,,,168,2,0,old,2021,,https://www.zimmo.be/fr/lier-2500/a-vendre/maison/JVKZU/
3,Willebroek,Appartement,,235650,notariale,3,97,0,0,0,True,25,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JVKZS/
4,Willebroek,Appartement,,215650,notariale,3,84,0,0,0,True,19,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JVKZV/
5,Willebroek,Appartement,,320900,notariale,3,121,0,0,0,True,60,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JVKZZ/
6,Ekeren,Appartement,Duplex,279000,notariale,5,90,0,0,0,True,25,0,,,19,,0,old,2004,192,https://www.zimmo.be/fr/ekeren-2180/a-vendre/appartement/JVKXF/
7,Willebroek,Appartement,,310900,notariale,4,115,0,0,0,,,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JVKZY/
8,Lier,Maison,Maison unifamiliale,336000,notariale,5,162,0,0,0,True,70,1,,,70,2,0,old,2021,,https://www.zimmo.be/fr/lier-2500/a-vendre/maison/JVKZM/
9,Willebroek,Appartement,,245200,notariale,3,94,0,0,0,True,12,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JVL01/
0,Brasschaat,Appartement,,285000,notariale,4,110,0,0,0,,,1,,,725,2,0,old,1989,325,https://www.zimmo.be/fr/brasschaat-2930/a-vendre/appartement/JWW0D/
1,Antwerpen,Maison,Maison exceptionnelle,795000,notariale,7,215,0,0,0,True,70,0,,,285,4,0,old,2011,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/maison/JWVXO/
2,Antwerpen,Appartement,Penthouse,795000,notariale,7,285,0,0,0,True,70,0,,,,4,0,old,2011,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JWVXL/
3,Ranst,Maison,Maison style pastorie,475000,notariale,10,240,0,0,1,True,30,0,,,317,3,0,new,2000,143,https://www.zimmo.be/fr/ranst-2520/a-vendre/maison/JWVWT/
4,Wilrijk,Maison,Maison unifamiliale,710000,notariale,5,184,0,0,0,True,24,0,,,624,4,0,old,1961,506,https://www.zimmo.be/fr/wilrijk-2610/a-vendre/maison/JWVWL/
5,Lier,Appartement,,235000,notariale,4,,0,0,0,,,0,,,,,0,,,108,https://www.zimmo.be/fr/lier-2500/a-vendre/appartement/JWVW8/
6,Berlaar,Maison,Maison unifamiliale,299000,notariale,7,238,0,0,0,,,0,108,456,564,,0,,,352,https://www.zimmo.be/fr/berlaar-2590/a-vendre/maison/JWVTN/
7,Puurs,Bien professionnel,Entrepôt avec habitation,675000,notariale,5,110,0,0,0,,,0,,,,4,0,,1976,,https://www.zimmo.be/fr/puurs-2870/a-vendre/bien-professionnel/JWVSR/
8,Edegem,Maison,,379000,notariale,4,152,0,0,0,,,1,,,200,2,0,,,165,https://www.zimmo.be/fr/edegem-2650/a-vendre/maison/JWVRW/
9,Borgerhout,Maison,,265000,notariale,4,100,0,0,0,,,1,65,105,170,2,0,old,1949,390,https://www.zimmo.be/fr/borgerhout-2140/a-vendre/maison/JWVQ9/
0,Antwerpen,Garage,Place de stationnement,27500,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/garage/JVVDV/
1,Antwerpen,Garage,Place de stationnement,27500,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/garage/JVVDT/
2,Merksem,Maison,Maison unifamiliale,299000,notariale,4,147,0,0,0,,,1,,,11,2,0,old,1957,195,https://www.zimmo.be/fr/merksem-2170/a-vendre/maison/JVVDL/
3,Borgerhout,Bien professionnel,Bien commercial avec habitation,359000,notariale,11,219,0,0,0,,,0,,,85,2,0,,,233,https://www.zimmo.be/fr/borgerhout-2140/a-vendre/bien-professionnel/JVVD2/
4,Lier,Maison,Maison ouvrière,205000,notariale,4,,0,0,0,,,0,,,,,0,new,,471,https://www.zimmo.be/fr/lier-2500/a-vendre/maison/JVVB3/
5,Antwerpen,Garage,Place de stationnement,22500,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/garage/JVV85/
6,Essen,Terrain,Terrain à bâtir,129000,notariale,0,,0,0,0,,,0,,,257,,0,,,,https://www.zimmo.be/fr/essen-2910/a-vendre/terrain/JVV7Z/
7,Brasschaat,Terrain,Terrain à bâtir,770000,notariale,0,,0,0,0,,,1,,,541,4,0,,,,https://www.zimmo.be/fr/brasschaat-2930/a-vendre/terrain/JVV52/
8,Niel,Appartement,,249500,notariale,3,85,0,0,0,True,6,0,,,,,0,old,2014,174,https://www.zimmo.be/fr/niel-2845/a-vendre/appartement/JVV0Z/
9,Deurne,Maison,,779000,notariale,7,307,0,0,0,True,50,1,,,195,2,0,new,1923,319,https://www.zimmo.be/fr/deurne-2100/a-vendre/maison/JVUVL/
0,,Terrain,Terrain à bâtir,150000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/vorselaar-2290/a-vendre/terrain/JY14V/
1,Emblem,Maison,,375000,notariale,4,180,0,0,0,,,1,,,,3,0,,,490,https://www.zimmo.be/fr/emblem-2520/a-vendre/maison/JY14W/
2,Wommelgem,Garage,,29000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/wommelgem-2160/a-vendre/garage/JY14R/
3,,Maison,,725000,notariale,6,459,0,0,0,,,0,,,,2,0,,,448,https://www.zimmo.be/fr/brasschaat-2930/a-vendre/maison/JY12Z/
4,,Maison,Maison deux facades,120000,notariale,5,109,0,0,0,,,0,,,,2,0,,1971,257,https://www.zimmo.be/fr/turnhout-2300/a-vendre/maison/JY12R/
5,Deurne,Appartement,,289500,notariale,3,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/deurne-2100/a-vendre/appartement/JY0YL/
6,Edegem,Appartement,,185000,notariale,3,85,0,0,0,True,9,0,,,,2,0,,1976,380,https://www.zimmo.be/fr/edegem-2650/a-vendre/appartement/JY12B/
7,Onze-Lieve-Vrouw-Waver,Appartement,,179000,notariale,4,70,0,0,0,True,15,0,,,,3,0,,1972,189,https://www.zimmo.be/fr/onze-lieve-vrouw-waver-2861/a-vendre/appartement/JY0XV/
8,Mechelen,Garage,,26000,notariale,1,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/mechelen-2800/a-vendre/garage/JY0XW/
9,Dessel,Maison,,330000,notariale,5,,0,0,0,,,0,,,,4,0,,1974,323,https://www.zimmo.be/fr/dessel-2480/a-vendre/maison/JY0WU/
