,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
2,Turnhout,Appartement,None,399000,notariale,4,126,0,0,0,True,16,0,None,None,None,None,0,old
3,Turnhout,Appartement,None,170500,notariale,1,76,0,0,0,True,13,1,None,None,None,None,0,None
4,Poederlee,Maison,Villa,625000,notariale,4,290,0,0,0,None,None,1,155,645,800,4,0,old
5,Turnhout,Appartement,None,325000,notariale,2,117,0,0,0,True,18,0,None,None,None,None,0,None
6,Antwerpen,Maison,None,320000,notariale,7,136,0,0,0,None,None,1,None,None,84,None,0,None
7,Borsbeek,Appartement,Duplex,293000,notariale,4,120,0,0,0,None,None,0,None,None,63,None,0,old
8,Antwerpen,Maison,Maison unifamiliale,449000,notariale,8,295,0,0,0,None,None,1,None,None,175,2,0,None
9,Ekeren,Maison,Usage mixte,449000,notariale,3,57,0,0,0,None,None,1,None,None,58,3,0,old
0,Putte,Maison,Villa-Manoir,845000,notariale,8,242,0,0,0,None,None,1,None,None,112,4,0,old
1,Westerlo,Maison,Maison unifamiliale,365000,notariale,5,420,0,0,0,None,None,1,None,None,696,4,0,None
2,Antwerpen,Appartement,None,199000,notariale,2,60,0,0,0,True,4,0,None,None,None,2,0,None
3,Hoboken,Appartement,None,204000,notariale,3,84,0,0,0,None,None,0,None,None,None,2,0,old
4,Antwerpen,Appartement,None,179000,notariale,2,45,0,0,0,None,None,0,None,None,None,None,0,None
5,Antwerpen,Appartement,None,454000,notariale,3,145,0,0,0,True,33,0,None,None,None,3,0,old
6,'s Gravenwezel,Maison,Villa,795000,notariale,5,240,0,0,0,True,70,0,None,None,005,None,0,new
7,Hallaar,Maison,None,295000,notariale,5,None,0,0,0,None,None,0,None,None,716,3,0,None
8,Hoboken,Maison,Maison deux facades,295000,notariale,7,None,0,0,0,None,None,0,None,None,None,3,0,None
9,None,Appartement,None,150000,notariale,5,105,0,0,0,None,None,0,None,None,603,None,0,old
0,Borsbeek,Maison,Usage mixte,420000,notariale,8,None,0,0,0,True,5,0,85,354,439,2,0,old
1,Borsbeek,Appartement,Immeuble d'appartements,420000,notariale,8,None,0,0,0,True,5,0,85,354,439,2,0,old
2,Antwerpen,Appartement,Immeuble d'appartements,345000,notariale,6,172,0,0,0,None,None,0,None,None,None,2,0,new
3,Brasschaat,Appartement,None,269000,notariale,4,107,0,0,0,None,None,0,None,None,None,2,0,None
4,Kalmthout,Maison,None,1500000,notariale,8,None,0,0,0,None,None,1,None,None,113,4,0,None
5,Herentals,Maison,None,354287,notariale,3,None,0,0,0,None,None,0,None,None,493,None,0,None
6,Mortsel,Appartement,None,230000,notariale,4,96,0,0,0,None,None,0,None,None,None,2,0,old
7,Niel,Maison,None,295000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
8,Merksem,Appartement,Studio avec coin lit,138000,notariale,0,39,0,0,0,None,None,0,None,None,39,None,0,None
9,Merksem,Appartement,None,208500,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Kapellen,Appartement,None,279000,notariale,4,157,0,0,0,True,20,0,None,None,None,2,0,old
1,Kapellen,Appartement,None,269000,notariale,4,101,0,0,0,True,25,0,None,None,None,2,0,old
2,Brasschaat,Maison,None,425000,notariale,5,111,0,0,0,None,None,1,None,None,750,4,0,old
3,Berchem,Appartement,None,189000,notariale,3,85,0,0,0,True,16,0,None,None,None,None,0,old
4,Edegem,Maison,None,378000,notariale,8,198,0,0,0,None,None,1,None,None,210,2,0,old
5,Wilrijk,Appartement,None,189000,notariale,3,100,0,0,0,True,4,0,None,None,None,3,0,old
6,Beerse,Maison,Maison unifamiliale,365000,notariale,6,217,0,0,0,None,None,0,None,None,750,4,0,None
7,Antwerpen,Maison,Maison unifamiliale,310000,notariale,3,103,0,0,0,None,None,0,None,None,50,2,0,new
8,Mortsel,Maison,Usage mixte,249000,notariale,3,175,0,0,0,None,None,0,None,None,156,2,0,old
9,Borgerhout,Appartement,None,219000,notariale,3,87,0,0,0,True,9,0,None,None,None,2,0,new
0,Antwerpen,Appartement,None,125000,notariale,1,40,0,0,0,None,None,0,None,None,None,2,0,old
1,Antwerpen,Appartement,Studio,180000,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
2,Borgerhout,Appartement,None,183000,notariale,3,95,0,0,0,True,6,0,None,None,None,None,0,None
3,Aartselaar,Appartement,None,249000,notariale,4,85,0,0,0,True,6,0,None,None,12,3,0,new
4,Hoboken,Maison,Maison deux facades,265000,agence,4,None,0,0,0,None,None,0,None,None,150,2,0,old
5,Lier,Maison,Maison de ville,550000,notariale,4,None,0,0,0,None,None,1,None,None,421,2,0,old
6,Willebroek,Maison,None,199500,notariale,5,117,0,0,0,None,None,0,None,None,60,3,0,None
7,Antwerpen,Appartement,None,255000,notariale,3,110,0,0,0,True,2,0,None,None,171,2,0,None
8,Bornem,Maison,None,199000,notariale,3,93,0,0,0,None,None,1,None,None,120,2,0,old
9,Antwerpen,Appartement,None,195000,notariale,2,78,0,0,0,None,None,0,None,None,None,2,0,None
0,Stabroek,Maison,None,518000,notariale,4,205,0,0,0,True,15,0,None,None,None,4,0,None
1,Balen,Maison,None,479000,notariale,8,270,0,0,0,None,None,1,None,None,None,4,0,None
2,Kapellen,Appartement,None,285000,notariale,5,83,0,0,0,True,16,0,None,None,None,2,0,None
3,Brasschaat,Maison,Maison unifamiliale,395000,notariale,7,171,0,0,0,None,None,1,None,None,None,2,0,None
4,Wuustwezel,Maison,None,568168,notariale,4,None,0,0,0,None,None,1,None,None,None,4,0,None
5,Berlaar,Maison,Maison unifamiliale,269000,notariale,3,144,0,0,0,None,None,1,None,None,None,None,0,None
6,Antwerpen,Appartement,None,395000,notariale,5,133,0,0,0,True,5,0,None,None,None,2,0,None
7,Onze-Lieve-Vrouw-Waver,Maison,None,375000,notariale,6,160,0,0,0,None,None,1,None,None,None,2,0,None
8,Balen,Maison,Maison jumelée,281200,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Hulshout,Appartement,App. rez-de-chaussée,250000,notariale,5,None,0,0,0,None,None,0,None,None,None,None,0,old
0,Antwerpen,Appartement,None,280000,notariale,3,75,0,0,0,True,8,0,None,None,None,2,0,new
1,Herentals,Maison,Maison unifamiliale,275000,notariale,5,160,0,0,0,None,None,0,None,None,492,3,0,old
2,Mol,Maison,None,245000,notariale,4,181,0,0,0,None,None,0,None,None,355,None,0,None
3,Mol,Appartement,None,225000,notariale,0,76,0,0,0,None,None,1,None,None,None,None,0,old
4,Balen,Maison,None,229000,notariale,5,180,0,0,0,None,None,1,None,None,622,None,0,None
5,Aartselaar,Appartement,None,260000,notariale,4,100,0,0,0,True,11,0,None,None,None,2,0,None
6,Antwerpen,Appartement,None,305000,notariale,5,None,0,0,0,None,None,0,113,0,113,None,0,old
7,Wommelgem,Appartement,None,358000,notariale,13,80,0,0,0,True,36,1,107,None,None,None,0,old
8,Wommelgem,Appartement,None,254000,notariale,3,49,0,0,0,True,75,1,69,None,None,2,0,old
9,Wommelgem,Appartement,None,450000,notariale,13,20,0,0,0,True,11,0,116,None,None,None,0,old
0,Antwerpen,Maison,None,269000,notariale,5,150,0,0,0,True,30,0,150,-45,105,2,0,None
1,Turnhout,Appartement,None,307475,notariale,4,117,0,0,0,True,17,0,None,None,None,None,0,old
2,Turnhout,Appartement,None,334000,notariale,3,125,0,0,0,True,12,0,None,None,None,None,0,old
3,Turnhout,Appartement,None,347500,notariale,3,125,0,0,0,True,12,0,None,None,None,None,0,old
4,Mol,Appartement,None,239000,notariale,2,100,0,0,0,True,10,0,None,None,None,None,0,None
5,Mol,Appartement,None,176000,notariale,1,74,0,0,0,True,9,0,None,None,None,None,0,None
6,Turnhout,Appartement,Serviceflat,560000,notariale,2,140,0,0,0,True,26,0,None,None,None,None,0,old
7,Turnhout,Appartement,Serviceflat,255000,notariale,1,85,0,0,0,None,None,0,None,None,None,None,0,old
8,Turnhout,Appartement,None,225000,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Turnhout,Appartement,Serviceflat,345000,notariale,1,116,0,0,0,True,10,0,None,None,None,None,0,old
0,Puurs,Maison,None,449000.0,notariale,7,184,0,0,0,None,None,1,None,None,620,3,0,old
1,Puurs,Maison,None,449000.0,notariale,7,170,0,0,0,None,None,1,None,None,832,3,0,old
2,Puurs,Maison,None,429000.0,notariale,7,184,0,0,0,None,None,1,None,None,90,3,0,old
3,Zandhoven,Maison,None,419000.0,notariale,4,150,0,0,0,True,19,1,None,None,990,4,0,new
4,Antwerpen,Maison,None,995000.0,notariale,10,428,0,0,0,True,22,0,None,None,131,2,0,new
5,Berchem,Appartement,None,365000.0,notariale,5,30,0,0,0,True,80,0,None,None,None,2,0,None
6,None,Appartement,None,None,notariale,7,282,0,0,1,True,52,1,None,None,None,4,0,old
7,Oud-Turnhout,Maison,Résidence secondaire,850000.0,notariale,6,284,0,0,0,None,None,0,None,None,000,4,0,new
8,Boom,Maison,Maison exceptionnelle,1250000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Boom,Maison,None,1250000.0,notariale,8,570,0,0,0,None,None,1,None,None,59,2,0,None
0,Mortsel,Maison,None,375000,notariale,6,205,0,0,0,None,None,0,None,None,None,2,0,None
1,Antwerpen,Maison,None,369000,notariale,5,175,0,0,0,None,None,0,None,None,None,2,0,None
2,Antwerpen,Appartement,None,235000,notariale,3,80,0,0,0,True,5,0,None,None,None,2,0,None
3,Bornem,Maison,None,348000,notariale,5,142,0,0,0,True,22,1,None,None,None,2,0,None
4,Merksem,Appartement,None,225000,notariale,4,87,0,0,0,True,3,0,None,None,None,2,0,None
5,Retie,Maison,None,595000,notariale,7,260,0,0,0,None,None,1,None,None,None,4,0,None
6,Schoten,Appartement,App. à la cave,199000,notariale,3,87,0,0,0,None,None,0,None,None,None,2,0,None
7,Ekeren,Maison,None,339000,notariale,4,140,0,0,0,None,None,0,None,None,None,2,0,None
8,Heist-op-den-Berg,Appartement,None,239000,notariale,4,95,0,0,0,None,None,0,None,None,None,None,0,None
9,Antwerpen,Maison,None,489000,notariale,4,175,0,0,0,True,8,0,None,None,None,2,0,None
0,Balen,Maison,Villa,1195000.0,notariale,7,678,0,0,0,None,None,0,None,None,373,4,0,old
1,Brecht,Maison,None,824000.0,notariale,5,249,0,0,0,None,None,0,182,None,None,4,0,old
2,Mol,Appartement,None,249000.0,notariale,3,98,0,0,0,True,20,1,None,None,None,2,0,None
3,Mol,Appartement,None,249000.0,notariale,3,102,0,0,0,True,10,0,None,None,None,2,0,None
4,Mol,Appartement,None,239000.0,notariale,3,93,0,0,0,True,19,1,None,None,None,None,0,None
5,Meerhout,Maison,None,530000.0,notariale,6,360,0,0,0,None,None,0,None,None,050,None,0,old
6,Bornem,Appartement,Duplex,275000.0,notariale,3,74,0,0,0,True,24,0,74,None,None,2,0,old
7,Putte,Maison,None,542000.0,notariale,7,220,0,0,0,True,60,0,None,None,492,3,0,old
8,None,None,None,None,None,0,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Deurne,Appartement,None,145000.0,notariale,3,83,0,0,0,None,None,0,None,None,None,None,0,old
0,None,Appartement,None,None,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
1,None,Appartement,None,None,notariale,2,127,0,0,0,None,None,0,None,None,None,None,0,None
2,None,Appartement,None,None,notariale,4,88,0,0,0,None,None,0,None,None,03,None,0,None
3,Hemiksem,Appartement,None,293400.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,old
4,None,Appartement,None,None,notariale,4,11,0,0,0,True,63,1,None,None,11,None,0,old
5,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
6,Dessel,Maison,None,349000.0,notariale,7,None,0,0,0,None,None,0,None,None,892,4,0,None
7,Nijlen,Appartement,Attique,349000.0,notariale,4,93,0,0,0,True,40,0,None,None,None,2,0,old
8,Antwerpen,Appartement,Studio avec coin lit,104900.0,notariale,2,63,0,0,0,True,4,0,None,None,None,2,0,new
9,Antwerpen,Appartement,None,695000.0,notariale,4,134,0,0,0,None,None,0,None,None,None,None,0,old
0,Antwerpen,Appartement,Duplex,395000,notariale,3,29,0,0,0,None,None,0,None,None,None,None,0,new
1,Antwerpen,Appartement,None,575000,notariale,2,78,0,0,0,True,42,0,None,None,None,None,0,new
2,Antwerpen,Maison,None,725000,notariale,9,221,0,0,0,None,None,0,None,None,77,2,0,new
3,Antwerpen,Appartement,None,389000,notariale,3,32,0,0,0,True,12,0,None,None,None,None,0,new
4,Antwerpen,Appartement,Penthouse,750000,notariale,5,43,0,0,0,True,30,0,None,None,None,None,0,new
5,Meerhout,Maison,None,249000,notariale,5,168,0,0,0,None,None,1,None,None,370,4,0,old
6,Aartselaar,Appartement,None,289000,notariale,7,94,0,0,0,True,60,0,None,None,None,None,0,None
7,Lier,Appartement,None,429000,notariale,3,122,0,0,0,True,193,0,None,None,None,3,0,old
8,Sint-Katelijne-Waver,Maison,None,569000,notariale,7,229,0,0,0,None,None,1,None,None,563,3,0,old
9,Antwerpen,Maison,None,1225000,notariale,22,595,0,0,0,None,None,0,None,None,338,2,0,None
0,Geel,Appartement,None,220000.0,notariale,3,94,0,0,0,None,None,0,None,None,None,None,0,None
1,Aartselaar,Appartement,None,375000.0,notariale,3,104,0,0,0,None,None,1,None,None,None,4,0,None
2,Antwerpen,Maison,None,1350000.0,notariale,7,440,0,0,0,None,None,0,None,None,229,2,0,old
3,Herselt,Maison,Maison de vacances,275000.0,notariale,3,80,0,1,1,None,None,0,None,None,799,4,0,None
4,Herselt,Maison,Maison de vacances,275000.0,notariale,3,80,0,1,1,None,None,0,None,None,833,4,0,None
5,None,Maison,Maison de vacances,None,notariale,3,80,0,1,1,None,None,0,None,None,972,4,0,None
6,Antwerpen,Maison,Villa,1620000.0,notariale,11,660,0,0,1,None,None,1,None,None,352,4,0,new
7,Mol,Maison,None,229000.0,notariale,4,101,0,0,0,None,None,1,None,None,254,2,0,old
8,Edegem,Appartement,Duplex,317500.0,notariale,8,133,0,0,0,True,15,0,None,None,None,None,0,None
9,Schilde,Maison,Villa,690000.0,agence,6,None,0,0,0,None,None,0,None,None,956,4,0,old
0,Mechelen,Maison,Usage mixte,398500.0,notariale,0,None,0,0,0,None,None,1,None,None,174,2,0,None
1,Hoogstraten,Maison,None,549000.0,notariale,4,223,0,0,0,None,None,0,None,None,970,4,0,None
2,Mechelen,Maison,Maison unifamiliale,339000.0,notariale,5,150,0,0,0,None,None,1,None,None,93,2,0,old
3,Mechelen,Maison,Maison unifamiliale,369000.0,notariale,6,114,0,0,0,None,None,1,None,None,128,3,0,old
4,Wilrijk,Appartement,Penthouse,257500.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
5,Terhagen,Appartement,None,225000.0,notariale,3,60,0,0,0,True,20,0,None,None,60,2,0,old
6,Hemiksem,Maison,None,379000.0,notariale,4,151,0,0,0,True,25,1,151,77,228,3,0,None
7,Antwerpen,Appartement,None,249000.0,notariale,3,72,0,0,0,True,4,0,None,None,129,2,0,None
8,None,Maison,None,None,notariale,5,167,0,0,0,True,86,1,None,None,161,2,0,old
9,Puurs,Maison,None,360000.0,notariale,5,None,0,0,0,None,None,1,None,None,936,4,0,old
0,Brasschaat,Maison,Maison unifamiliale,359000,notariale,6,130,0,0,0,True,20,0,None,None,None,3,0,None
1,Balen,Maison,None,295000,notariale,3,None,0,0,0,None,None,0,None,None,329,4,0,old
2,Edegem,Maison,None,429000,notariale,4,150,0,0,0,True,30,0,86,-62,24,3,0,old
3,Turnhout,Maison,None,399000,notariale,5,200,0,0,0,True,25,1,None,None,700,None,0,new
4,Lier,Appartement,None,269000,notariale,4,103,0,0,0,True,24,0,None,None,None,2,0,old
5,Mechelen,Maison,None,329000,notariale,4,37,0,0,0,None,None,0,None,None,202,2,0,None
6,Mortsel,Appartement,None,289900,notariale,4,86,0,0,0,True,9,0,102,178,280,2,0,new
7,Kapellen,Maison,None,259000,notariale,4,215,0,0,0,None,None,1,None,None,55,2,0,None
8,Herentals,Appartement,None,249000,notariale,4,67,0,0,0,True,25,0,None,None,None,None,0,old
9,Retie,Maison,None,219000,notariale,5,121,0,0,0,True,25,0,None,None,110,2,0,old
0,Zoersel,Maison,None,394000,notariale,6,186,0,0,0,None,None,1,None,None,147,3,0,None
1,Zoersel,Maison,None,394000,notariale,6,186,0,0,0,None,None,1,None,None,147,3,0,None
2,Balen,Maison,Usage mixte,464000,notariale,8,200,0,0,0,None,None,1,None,None,451,4,0,old
3,Borgerhout,Appartement,None,185000,notariale,3,75,0,0,0,None,None,0,None,None,None,2,0,old
4,Deurne,Appartement,None,155000,notariale,3,80,0,0,0,True,3,0,None,None,None,2,0,None
5,Balen,Maison,None,198000,notariale,5,None,0,0,0,None,None,0,None,None,145,3,0,old
6,Mol,Appartement,None,339000,notariale,0,116,0,0,0,True,83,0,None,None,None,4,0,old
7,Mol,Appartement,None,329000,notariale,0,109,0,0,0,True,60,0,None,None,None,4,0,old
8,Mol,Appartement,None,324000,notariale,0,112,0,0,0,True,20,0,None,None,None,4,0,old
9,Balen,Maison,None,380000,notariale,7,280,0,0,0,None,None,1,None,None,888,4,0,None
0,Merksem,Maison,Bel-étage,369000,notariale,5,194,0,0,0,None,None,1,None,None,175,2,0,old
1,Deurne,Maison,Bel-étage,399000,notariale,5,231,0,0,0,None,None,1,None,None,174,2,0,old
2,Malle,Appartement,None,319900,notariale,3,None,0,0,0,True,26,0,None,None,None,2,0,old
3,Grobbendonk,Maison,Villa,715000,notariale,6,372,0,0,0,None,None,0,None,None,None,4,0,None
4,Deurne,Appartement,None,169500,notariale,3,73,0,0,0,True,2,0,None,None,None,3,0,old
5,Antwerpen,Appartement,None,215000,notariale,2,45,0,0,0,True,20,0,None,None,None,2,0,new
6,Merksem,Maison,Maison unifamiliale,275000,notariale,4,125,0,0,0,None,None,1,None,None,None,2,0,None
7,Deurne,Maison,Maison unifamiliale,347000,notariale,5,190,0,0,0,None,None,1,None,None,110,2,0,None
8,Antwerpen,Appartement,None,229000,notariale,3,112,0,0,0,None,None,0,None,None,112,2,0,new
9,Olmen,Maison,None,479000,notariale,8,270,0,0,0,None,None,0,None,None,716,4,0,old
0,Antwerpen,Maison,Maison unifamiliale,335000,notariale,5,150,0,0,0,None,None,1,None,None,116,2,0,old
1,Schoten,Appartement,None,695000,notariale,5,230,0,0,0,True,35,0,None,None,746,None,0,new
2,Heist-op-den-Berg,Appartement,None,269000,notariale,4,None,0,0,0,True,5,0,None,None,None,None,0,old
3,Antwerpen,Appartement,None,229000,notariale,4,80,0,0,0,None,None,0,None,None,None,2,0,None
4,Boom,Maison,None,369000,notariale,9,248,0,0,0,None,None,0,None,None,340,2,0,old
5,Kontich,Maison,Usage mixte,685000,notariale,5,254,0,0,0,None,None,0,None,None,998,4,0,None
6,Edegem,Maison,Villa,975000,notariale,7,306,0,0,1,None,None,1,None,None,31,4,0,old
7,Schilde,Maison,None,520000,notariale,6,154,0,0,0,True,18,1,None,None,540,4,0,new
8,Antwerpen,Appartement,None,325000,notariale,4,95,0,0,0,True,8,0,95,0,95,2,0,old
9,Tisselt,Maison,Maison unifamiliale,500000,notariale,5,None,0,0,0,None,None,1,None,None,None,3,0,old
0,Mol,Maison,Usage mixte,498000,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
1,Mol,Maison,None,249000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
2,Mol,Maison,None,249000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Antwerpen,Appartement,Penthouse,1029500,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
4,Antwerpen,Appartement,Penthouse,789500,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
5,Mol,Maison,None,285000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Mol,Maison,None,169000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
7,Antwerpen,Appartement,None,675000,notariale,5,151,0,0,0,True,81,0,None,None,None,2,0,None
8,Antwerpen,Appartement,Duplex,1225000,notariale,5,255,0,0,0,True,38,0,None,None,None,None,0,None
9,Hemiksem,Appartement,None,198900,notariale,2,50,0,0,0,None,None,1,None,None,None,None,0,old
0,Mechelen,Maison,None,726350.0,notariale,6,86,0,0,0,True,56,0,None,None,None,2,0,old
1,Mechelen,Maison,None,1144880.0,notariale,11,16,0,0,0,True,14,0,None,None,219,2,0,old
2,Mechelen,Maison,Villa,945000.0,notariale,5,294,0,0,0,True,24,0,None,None,537,4,0,old
3,Mechelen,Maison,None,418530.0,notariale,5,30,0,0,0,True,64,0,None,None,None,2,0,old
4,Boom,Appartement,None,278000.0,notariale,4,None,0,0,0,True,41,0,None,None,None,None,0,None
5,Antwerpen,Appartement,None,239000.0,notariale,3,63,0,0,0,None,None,0,None,None,None,None,0,old
6,Balen,Maison,None,269000.0,notariale,6,158,0,0,0,None,None,0,None,None,624,4,0,old
7,Grobbendonk,Maison,None,799000.0,notariale,5,360,0,0,0,None,None,0,None,None,668,4,0,None
8,None,Maison,Maison jumelée,None,notariale,2,115,0,0,0,None,None,1,None,None,350,None,0,None
9,Rijmenam,Maison,Maison unifamiliale,330000.0,notariale,6,None,0,0,0,None,None,0,None,None,500,4,0,None
0,Zwijndrecht,Appartement,None,270000,notariale,5,105,0,0,0,True,80,0,None,None,None,2,0,old
1,Dessel,Maison,None,465000,notariale,5,264,0,0,0,True,30,1,None,None,790,None,0,old
2,Willebroek,Appartement,None,225000,notariale,5,None,0,0,0,None,None,0,None,None,None,2,0,None
3,Willebroek,Appartement,None,225000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
4,Antwerpen,Appartement,None,399000,notariale,3,85,0,0,0,None,None,0,None,None,None,2,0,None
5,Wilrijk,Appartement,None,235000,notariale,4,81,0,0,0,None,None,0,None,None,None,2,0,old
6,Merksem,Appartement,None,162000,notariale,2,65,0,0,0,None,None,0,None,None,None,3,0,new
7,Lier,Appartement,Loft,325000,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
8,Aartselaar,Appartement,None,354000,notariale,4,115,0,0,0,None,None,1,115,None,None,3,0,old
9,Mol,Appartement,None,190000,notariale,5,96,0,0,0,None,None,0,None,None,None,None,0,old
